Rank,Change,Country,Artist,Monthly Listeners,Weekly Listeners Change,Internal Link,Peak Position,Peak Date,Weeks on Chart,Current Weekly Streak
108,0,United States,44phantom,650K,404866,/artist?id=1676905,108,"Aug 25, 2022",1,1
109,-25,Spain,Khaled,1.2M,400459,/artist?id=749956,84,"Aug 18, 2022",6,6
110,12,Indonesia,Soegi Bornean,4.1M,397494,/artist?id=1693488,108,"Aug 4, 2022",5,5
111,47,United States,The Neighbourhood,32M,396796,/artist?id=4298,10,"Jan 14, 2021",67,4
112,239,Colombia,Feid,39M,395541,/artist?id=152776,21,"Apr 14, 2022",66,13
113,-39,Canada,Jonita Gandhi,11M,388600,/artist?id=6649,74,"Aug 18, 2022",37,2
114,0,Unknown,T-Docc,35K,382450,/artist?id=6024584,114,"Aug 25, 2022",3,1
115,-24,United States,Fousheé,3.6M,381307,/artist?id=810286,4,"Jun 11, 2020",19,2
116,-101,Argentina,Bizarrap,50M,380886,/artist?id=648982,4,"Jul 28, 2022",56,10
117,0,Unknown,Jeff Redd,485K,380145,/artist?id=9156361,117,"Aug 25, 2022",1,1
118,0,Netherlands,Laidback Luke,3.2M,380003,/artist?id=206347,118,"Aug 25, 2022",23,1
119,55,Unknown,Xantesha,4.1M,377649,/artist?id=9331094,119,"Aug 25, 2022",5,5
120,-21,United States,50 Cent,32M,376085,/artist?id=907,10,"Feb 24, 2022",46,3
121,94,United States,Macklemore & Ryan Lewis,20M,375476,/artist?id=4828,16,"Jan 6, 2022",44,4
122,-96,United Kingdom,James Carter,11M,375415,/artist?id=572007,21,"Aug 4, 2022",23,5
123,0,Unknown,Kotim,7.2M,372911,/artist?id=5422207,123,"Aug 25, 2022",2,1
124,80,Brazil,DJ Zullu,827K,371289,/artist?id=1358031,124,"Aug 25, 2022",7,3
125,-44,Unknown,Prashant Katheriya,1.8M,370111,/artist?id=6396183,81,"Aug 18, 2022",10,9
126,-21,Indonesia,NIKI,9.7M,367101,/artist?id=711786,43,"Jan 27, 2022",42,3
127,0,Unknown,IluvUso,172K,366274,/artist?id=9020378,127,"Aug 25, 2022",1,1
128,91,India,Dhanush,7.2M,365589,/artist?id=146268,128,"Aug 25, 2022",8,4
129,-32,Unknown,charlieonnafriday,4.3M,363174,/artist?id=3923533,97,"Aug 18, 2022",12,3
130,105,Unknown,Tazzy,10M,360228,/artist?id=8006667,117,"Jun 23, 2022",16,14
131,-83,Unknown,Dj Tk,3M,354295,/artist?id=3963106,37,"Aug 11, 2022",10,5
132,540,Unknown,Dabzee,743K,350950,/artist?id=4219432,132,"Aug 25, 2022",2,2
133,161,Dominican Republic,El Alfa,17M,348645,/artist?id=181977,29,"May 14, 2020",55,3
134,0,Unknown,Ici c'est Paris,63K,340543,/artist?id=9539790,134,"Aug 25, 2022",1,1
135,12,Belgium,Makar,2M,340472,/artist?id=1395495,135,"Aug 25, 2022",2,2
136,159,Brazil,Kweller,2.4M,339870,/artist?id=1006521,136,"Aug 25, 2022",2,2
137,22,India,Vishal Chandrashekhar,4.7M,339409,/artist?id=60043,137,"Aug 25, 2022",6,3
138,56,Venezuela,Lasso,8.8M,339114,/artist?id=290803,14,"Jul 21, 2022",18,10
139,21,United States,David Morris,1.3M,334637,/artist?id=736982,139,"Aug 25, 2022",5,5
140,481,United States,Black Eyed Peas,40M,331922,/artist?id=728,5,"Jan 7, 2021",55,3
141,-10,United Kingdom,LF SYSTEM,5.4M,329718,/artist?id=3561120,33,"Jul 7, 2022",13,13
142,-79,Colombia,Nanpa Básico,5M,329565,/artist?id=107780,63,"Aug 18, 2022",12,2
143,80,United States,why mona,1.5M,325859,/artist?id=726044,143,"Aug 25, 2022",4,4
144,-69,United States,Normani,12M,325140,/artist?id=879584,6,"Jul 22, 2021",21,4
145,194,United Kingdom,Sam Smith,62M,324008,/artist?id=3176,7,"Feb 20, 2020",51,3
146,-45,United States,Trippie Redd,19M,323450,/artist?id=526471,15,"May 13, 2021",49,4
147,0,Turkey,Jako,1.3M,322679,/artist?id=1596930,147,"Aug 25, 2022",1,1
148,-107,United Kingdom,Tom Grennan,9.4M,322096,/artist?id=210335,7,"Jun 10, 2021",45,3
149,-41,United States,Eminem,67M,321551,/artist?id=236,2,"Jan 30, 2020",59,3
150,0,United States,Ryan Lewis,20M,320297,/artist?id=425360,13,"Jan 20, 2022",30,4
151,-131,Germany,FAST BOY,11M,316254,/artist?id=4262925,14,"Aug 4, 2022",19,5
152,0,Unknown,HStikkytokky,295K,313620,/artist?id=9539549,152,"Aug 25, 2022",1,1
153,11,United States,Macklemore,28M,313404,/artist?id=2459,19,"Jan 20, 2022",42,5
154,78,Canada,Drake,69M,311839,/artist?id=3380,1,"Sep 16, 2021",58,3
155,229,United States,Frank Ocean,24M,309791,/artist?id=3849,32,"Jan 27, 2022",43,4
156,-117,United Kingdom,Sam Gellaitry,1.6M,307749,/artist?id=5003,39,"Aug 18, 2022",4,2
157,0,Mexico,Grupo Firme,15M,307366,/artist?id=808782,124,"Dec 16, 2021",56,1
158,115,Indonesia,Yura Yunita,5.7M,305512,/artist?id=8230,158,"Aug 25, 2022",16,4
159,213,United States,Akon,22M,304946,/artist?id=2007,21,"Jun 3, 2021",42,3
160,99,India,Shreya Ghoshal,24M,302792,/artist?id=23385,144,"Aug 26, 2021",43,3
161,584,Sweden,Zara Larsson,23M,301597,/artist?id=4441,4,"Apr 2, 2020",30,4
162,72,Unknown,J Fado,485K,299755,/artist?id=1610523,162,"Aug 25, 2022",3,3
163,123,Korea,DPR IAN,2M,299062,/artist?id=3737128,163,"Aug 25, 2022",10,4
164,0,United States,Maddie & Tae,4.2M,297385,/artist?id=199486,164,"Aug 25, 2022",25,1
165,589,Japan,Fujii Kaze,10M,297195,/artist?id=3416450,165,"Aug 25, 2022",9,2
166,70,United States,Lil Tecca,13M,296682,/artist?id=1014878,27,"Apr 1, 2021",41,3
167,0,Unknown,DJ IGOR BERTOLI,2.5K,294419,/artist?id=8986777,167,"Aug 25, 2022",1,1
168,-116,Canada,The Weeknd,110M,293049,/artist?id=3852,2,"Jan 13, 2022",71,7
169,0,United States,2Rare,3.2M,291867,/artist?id=1479672,169,"Aug 25, 2022",4,1
170,-61,Colombia,Ovy On The Drums,19M,290809,/artist?id=1366884,20,"Mar 24, 2022",49,5
171,0,United States,Bazzi,13M,290353,/artist?id=213807,18,"Aug 5, 2021",33,1
172,58,Puerto Rico,Brytiago,11M,288890,/artist?id=6314,93,"Feb 4, 2021",19,4
173,-115,Italy,Benny Benassi,7.9M,288238,/artist?id=1692,58,"Aug 18, 2022",32,2
174,0,Dominican Republic,Fuego,6.7M,287867,/artist?id=208528,69,"Nov 18, 2021",31,1
175,-4,United Kingdom,Maisie Peters,4.3M,287645,/artist?id=727522,100,"May 13, 2021",27,3
176,0,Unknown,Maroox,635K,285589,/artist?id=9072642,176,"Aug 25, 2022",1,1
177,0,Unknown,Judge & Jury,693K,285551,/artist?id=4622554,177,"Aug 25, 2022",1,1
178,-17,France,Nej,3.9M,283559,/artist?id=250922,64,"Aug 4, 2022",13,9
179,-101,India,A.R. Rahman,26M,283465,/artist?id=117789,78,"Aug 18, 2022",70,6
180,8,Argentina,Emilia,10M,282914,/artist?id=1417101,44,"Jul 29, 2021",36,5
181,82,Unknown,sped up + reverb tazzy,3.7M,281624,/artist?id=9002681,181,"Aug 25, 2022",11,3
182,0,Unknown,KATNUF,794K,279888,/artist?id=4346152,182,"Aug 25, 2022",2,1
183,-54,United Kingdom,James Arthur,34M,279847,/artist?id=4361,23,"Sep 24, 2020",40,4
184,-147,United States,The Game,12M,275140,/artist?id=2130,1,"Jan 20, 2022",25,3
185,124,Unknown,Nateki,4M,275115,/artist?id=8470403,79,"Jun 9, 2022",7,5
186,-33,United Kingdom,Tom Walker,7.3M,273998,/artist?id=210333,50,"Aug 4, 2022",21,4
187,406,Unknown,Carston,1.3M,272462,/artist?id=4137303,187,"Aug 25, 2022",2,2
188,38,Puerto Rico,Cauty,2.3M,271964,/artist?id=810107,188,"Aug 25, 2022",18,2
189,-110,Argentina,Trueno,8.4M,271469,/artist?id=810200,9,"Aug 6, 2020",34,5
190,62,Unknown,MoonDeity,5.7M,271051,/artist?id=8292304,159,"Jun 23, 2022",12,12
191,0,Unknown,LLucian,87,270986,/artist?id=9457523,191,"Aug 25, 2022",1,1
192,0,Unknown,Coverss,345K,268927,/artist?id=9540082,192,"Aug 25, 2022",1,1
193,74,Mexico,Yuridia,11M,268893,/artist?id=2385,191,"Aug 4, 2022",16,11
194,-105,United Kingdom,PinkPantheress,39M,267293,/artist?id=4241112,11,"Aug 19, 2021",34,2
195,338,Nigeria,Burna Boy,16M,266840,/artist?id=212614,4,"Aug 20, 2020",41,10
196,-12,Unknown,Huddy,699K,265548,/artist?id=5549471,57,"Aug 11, 2022",8,4
197,-30,Brazil,MC Ryan SP,14M,265170,/artist?id=1139029,67,"Jul 1, 2021",30,4
198,43,India,S.P.Charan,4.2M,263930,/artist?id=80291,198,"Aug 25, 2022",3,2
199,79,Puerto Rico,Plan B,15M,263770,/artist?id=177018,89,"Jul 14, 2022",40,11
200,-165,India,Arijit Singh,30M,263689,/artist?id=303406,35,"Aug 18, 2022",81,17
201,478,Mexico,Luis R Conriquez,15M,262133,/artist?id=890339,136,"Mar 17, 2022",33,5
202,-29,Germany,Die Zipfelbuben,1M,260919,/artist?id=162578,60,"Aug 4, 2022",5,5
203,0,Unknown,SLOWYMANE,417K,258216,/artist?id=8638439,203,"Aug 25, 2022",1,1
204,164,France,DJ Snake,30M,257061,/artist?id=4310,1,"Mar 19, 2020",38,3
205,-3,Switzerland,Adriatique,1M,256466,/artist?id=7946,202,"Aug 18, 2022",3,2
206,0,Mexico,Julión Álvarez y su Norteño Banda,11M,256254,/artist?id=106933,8,"Jun 30, 2022",7,1
207,0,Unknown,HIT$ MUSIC,360K,256191,/artist?id=9345364,207,"Aug 25, 2022",2,1
208,0,Unknown,Isaias Francotirador,34K,254650,/artist?id=9396452,208,"Aug 25, 2022",1,1
209,-53,Unknown,southstar,6.1M,253382,/artist?id=8330728,156,"Aug 18, 2022",5,5
210,110,United Kingdom,Passenger,12M,253361,/artist?id=4457,49,"Jan 14, 2021",28,3
211,-99,France,Gesaffelstein,18M,252531,/artist?id=208032,47,"Aug 4, 2022",35,15
212,0,United Kingdom,Rixton,4.3M,250728,/artist?id=4821,212,"Aug 25, 2022",4,1
213,0,Unknown,Daniel Rondon,104K,250232,/artist?id=9115109,213,"Aug 25, 2022",1,1
214,0,Unknown,ANDONIS,1.4M,247413,/artist?id=9290134,214,"Aug 25, 2022",3,1
215,-70,Unknown,Stevan Pasaribu,1.5M,245332,/artist?id=3857178,136,"Aug 11, 2022",9,5
216,0,United States,Endo,974K,244542,/artist?id=306667,216,"Aug 25, 2022",2,1
217,0,Unknown,Robbensohn,430K,244433,/artist?id=9180835,217,"Aug 25, 2022",1,1
218,0,Australia,Ruel,7M,243750,/artist?id=711400,97,"Sep 17, 2020",27,1
219,81,Nigeria,Rema,39M,243747,/artist?id=1426518,38,"Mar 24, 2022",42,15
220,0,Unknown,DJ Flextouch,21K,242647,/artist?id=9475517,220,"Aug 25, 2022",1,1
221,0,Indonesia,Lyodra,6.1M,242095,/artist?id=3534217,132,"Aug 5, 2021",24,1
222,-36,India,Lisa Mishra,1.1M,241407,/artist?id=1147019,186,"Aug 18, 2022",10,2
223,-18,United States,Mario Winans,1.8M,240311,/artist?id=212639,205,"Aug 18, 2022",3,2
224,310,Unknown,Just Lowkey,1.2M,240037,/artist?id=9427581,224,"Aug 25, 2022",2,2
225,0,Brazil,Enzo Cello,2.2M,240009,/artist?id=1721206,225,"Aug 25, 2022",1,1
226,25,Unknown,Øneheart,6.3M,239539,/artist?id=3578846,226,"Aug 25, 2022",7,7
227,-88,United States,Black V Neck,931K,238910,/artist?id=1116684,139,"Aug 18, 2022",6,2
228,0,Ecuador,Kuinvi,103K,238672,/artist?id=9072636,228,"Aug 25, 2022",2,1
229,-111,United States,Ronald Isley,268K,237631,/artist?id=428459,118,"Aug 18, 2022",2,2
230,-73,Sweden,Tove Lo,16M,237405,/artist?id=4363,13,"Feb 11, 2021",47,4
231,0,Unknown,DAZI,0,237300,/artist?id=8761088,231,"Aug 25, 2022",1,1
232,-150,United States,Black Thought,1.2M,236248,/artist?id=424627,82,"Aug 18, 2022",10,3
233,342,United States,Takeoff,9.7M,235897,/artist?id=491984,39,"Jun 2, 2022",18,4
234,0,Korea,JENNIE,4.3M,234819,/artist?id=1356103,234,"Aug 25, 2022",11,1
235,219,India,Anirudh Ravichander,13M,234153,/artist?id=148042,133,"Mar 17, 2022",34,2
236,0,United States,Dead Sara,184K,233126,/artist?id=211853,236,"Aug 25, 2022",1,1
237,0,Colombia,Camilo,19M,229939,/artist?id=1355995,10,"Jul 22, 2021",51,1
238,620,Canada,Johnny Orlando,3M,229935,/artist?id=214276,126,"Apr 1, 2021",34,5
239,-25,United States,Genevieve Stokes,1.7M,229059,/artist?id=1584209,214,"Aug 18, 2022",2,2
240,59,Colombia,Nicky Jam,24M,226862,/artist?id=1948,8,"Jul 8, 2021",47,3
241,47,Nigeria,Oxlade,6M,226679,/artist?id=1373421,241,"Aug 25, 2022",7,5
242,0,India,Mahati Swara Sagar,1.4M,226667,/artist?id=864782,242,"Aug 25, 2022",2,1
243,-27,Turkey,Zeynep Bastık,3.1M,226548,/artist?id=118047,123,"Aug 11, 2022",14,4
244,0,Unknown,SMITHMANE,3.4M,226291,/artist?id=8452097,244,"Aug 25, 2022",1,1
245,164,United States,Cigarettes After Sex,17M,225986,/artist?id=4483,96,"Jul 14, 2022",42,12
246,-54,Germany,makko,3.2M,225912,/artist?id=1748365,190,"Aug 4, 2022",7,7
247,67,Mexico,Luis Mexia,5.9M,225876,/artist?id=3688135,34,"Aug 4, 2022",6,6
248,0,Unknown,SEAVYSIDE,42K,224077,/artist?id=8983247,248,"Aug 25, 2022",1,1
249,-109,United States,Kehlani,14M,222692,/artist?id=4817,6,"Apr 7, 2022",52,3
250,94,Unknown,574,67K,221703,/artist?id=3329845,250,"Aug 25, 2022",3,2
251,-48,United States,Teddy Swims,5.2M,221670,/artist?id=1481260,61,"Aug 4, 2022",24,4
252,0,Puerto Rico,Ñengo Flow,21M,219087,/artist?id=71733,6,"Mar 26, 2020",46,1
253,175,India,Vishnu Vijay,1.3M,218888,/artist?id=1680130,253,"Aug 25, 2022",2,2
254,-116,France,Gambi,2.4M,218465,/artist?id=1633498,81,"Aug 11, 2022",12,4
255,97,India,Yuvan Shankar Raja,9.3M,218440,/artist?id=13586,9,"Jan 7, 2021",28,3
256,-197,United States,Elley Duhé,26M,218148,/artist?id=215318,9,"Mar 17, 2022",41,5
257,-35,United Kingdom,Lewis Capaldi,33M,217782,/artist?id=550208,42,"Jan 9, 2020",19,3
258,0,Unknown,D4C,855K,217557,/artist?id=8693478,258,"Aug 25, 2022",1,1
259,0,Unknown,Los del fino,239K,217497,/artist?id=1707110,259,"Aug 25, 2022",1,1
260,0,Italy,DJs From Mars,1.1M,217171,/artist?id=120945,260,"Aug 25, 2022",5,1
261,0,Unknown,Juls,185K,217156,/artist?id=9331948,261,"Aug 25, 2022",1,1
262,-99,Indonesia,Brisia Jodie,1.7M,216692,/artist?id=1085187,151,"Aug 11, 2022",7,4
263,306,Netherlands,Horizon Blue,2.1M,216663,/artist?id=1693890,179,"Aug 27, 2020",3,2
264,-79,Puerto Rico,Adalberto Santiago,2.1M,216243,/artist?id=481638,184,"Aug 4, 2022",9,5
265,0,Unknown,Hanno,139K,215523,/artist?id=8765753,265,"Aug 25, 2022",1,1
266,0,Unknown,thelonelyboy,3,215329,/artist?id=8857045,103,"Jul 21, 2022",3,1
267,-61,Jordan,Jordan Shaw,2M,215075,/artist?id=1653675,65,"May 20, 2021",11,6
268,0,United States,Zack Martino,395K,214798,/artist?id=161958,268,"Aug 25, 2022",2,1
269,-71,Brazil,Paulo e Nathan,3.2M,212429,/artist?id=1088462,143,"Apr 14, 2022",16,5
270,209,United States,Pierce The Veil,5.4M,212114,/artist?id=2891,270,"Aug 25, 2022",5,3
271,0,United States,Tyler Hubbard,4.8M,211821,/artist?id=1151451,24,"Jan 28, 2021",19,1
272,-72,United Kingdom,Mae Muller,7.6M,211784,/artist?id=758401,7,"Nov 11, 2021",24,4
273,0,United Kingdom,Majestic,6.1M,211682,/artist?id=173276,13,"Apr 29, 2021",28,1
274,0,Korea,LISA,9.6M,211658,/artist?id=6996368,2,"Sep 16, 2021",11,1
275,-95,Colombia,Carlos Vives,15M,209692,/artist?id=1334,45,"Jan 13, 2022",40,2
276,0,Chile,Young Cister,3.2M,209679,/artist?id=657693,156,"Jul 14, 2022",11,1
277,-88,Unknown,MUPP,5.6M,209618,/artist?id=4071156,138,"Jun 30, 2022",12,12
278,37,Unknown,Dxrk ダーク,7.2M,209322,/artist?id=6405704,43,"May 5, 2022",17,5
279,-237,Italy,MEDUZA,21M,209182,/artist?id=1395408,18,"Nov 19, 2020",37,5
280,-47,United States,Sadfriendd,5.9M,209177,/artist?id=3300624,115,"Jun 30, 2022",12,12
281,-113,India,Sinduri Vishal,1.9M,208829,/artist?id=525035,168,"Aug 18, 2022",5,5
