Rank,Change,Country,Artist,Monthly Listeners,Weekly Listeners Change,Internal Link,Peak Position,Peak Date,Weeks on Chart,Current Weekly Streak
59,0,Colombia,J Balvin,51M,884328,/artist?id=3883,4,"Nov 12, 2020",37,1
60,0,United States,Outkast,19M,884302,/artist?id=180,26,"Jan 7, 2021",42,1
61,171,Colombia,Maluma,35M,883234,/artist?id=4679,8,"Nov 12, 2020",43,5
62,123,Colombia,Sebastian Yatra,26M,862820,/artist?id=13516,18,"May 13, 2021",44,8
63,4,Germany,Boney M.,12M,855995,/artist?id=735,17,"Apr 29, 2021",38,6
64,0,Kazakhstan,Imanbek,19M,828380,/artist?id=1723660,3,"Apr 16, 2020",49,1
65,69,United States,Kodak Black,24M,821242,/artist?id=205962,59,"Feb 20, 2020",33,8
66,70,United States,SALES,2.9M,821139,/artist?id=209706,66,"Jan 6, 2022",19,4
67,137,Brazil,Alok,23M,810802,/artist?id=29578,34,"Oct 21, 2021",45,2
68,0,Norway,Kygo,28M,808592,/artist?id=4761,10,"May 28, 2020",35,1
69,0,Italy,Gabry Ponte,15M,800759,/artist?id=217431,62,"Jul 29, 2021",45,1
70,0,United States,Beyoncé,50M,794412,/artist?id=2838,2,"May 7, 2020",29,1
71,0,Germany,Robin Schulz,30M,791976,/artist?id=219893,22,"Jan 7, 2021",39,1
72,0,United States,Kesha,18M,779679,/artist?id=207242,39,"Nov 4, 2021",38,1
73,0,United Kingdom,Charli XCX,15M,778401,/artist?id=3624,12,"Sep 16, 2021",30,1
74,0,Belgium,Lost Frequencies,23M,777561,/artist?id=5058,30,"Oct 7, 2021",56,1
75,735,Puerto Rico,Daddy Yankee,50M,775409,/artist?id=1802,23,"Sep 17, 2020",35,2
76,83,Brazil,Menor MC,2.7M,773946,/artist?id=3559164,76,"Jan 6, 2022",12,4
77,420,United States,Madonna,25M,773350,/artist?id=27,77,"Jan 6, 2022",42,2
78,0,United Kingdom,Taio Cruz,12M,771952,/artist?id=2816,35,"Jan 9, 2020",38,1
79,0,France,Daft Punk,20M,766886,/artist?id=170,5,"Mar 4, 2021",27,1
80,379,Unknown,Germaine Franco,578K,744787,/artist?id=410967,80,"Jan 6, 2022",4,2
81,54,Puerto Rico,Chencho Corleone,29M,742004,/artist?id=469886,36,"Oct 1, 2020",36,5
82,109,United States,JID,20M,741456,/artist?id=197670,12,"Nov 25, 2021",28,10
83,0,United States,The Killers,21M,737375,/artist?id=1939,21,"Aug 27, 2020",39,1
84,284,Puerto Rico,Bad Bunny,65M,734292,/artist?id=214945,3,"Mar 12, 2020",37,2
85,0,United Kingdom,Jax Jones,16M,726478,/artist?id=4810,18,"Aug 19, 2021",38,1
86,390,Colombia,Carlos Vives,15M,712514,/artist?id=1334,60,"Apr 22, 2021",31,2
87,59,Korea,IVE,7.7M,711853,/artist?id=8157684,69,"Dec 16, 2021",5,5
88,0,United States,Prince,11M,710903,/artist?id=48,77,"Jan 7, 2021",29,1
89,848,United States,Kool & The Gang,8.6M,705530,/artist?id=208947,23,"Jan 7, 2021",22,2
90,0,United States,Maroon 5,56M,699839,/artist?id=1546,7,"Jul 30, 2020",36,1
91,0,Canada,Nelly Furtado,19M,698404,/artist?id=831,55,"Nov 5, 2020",43,1
92,0,United States,Justin Timberlake,30M,694852,/artist?id=1450,10,"Mar 5, 2020",32,1
93,0,United States,Doja Cat,51M,690363,/artist?id=217671,3,"Nov 5, 2020",66,1
94,142,Brazil,Mc Danny,6.6M,681792,/artist?id=1615781,40,"Feb 4, 2021",35,18
95,0,United States,Lady Gaga,57M,678440,/artist?id=3188,1,"Jun 4, 2020",32,1
96,0,United Kingdom,Calum Scott,27M,678060,/artist?id=5521,21,"Oct 21, 2021",27,1
97,0,Argentina,Tiago PZK,14M,675487,/artist?id=1544420,20,"Aug 5, 2021",32,1
98,428,United Kingdom,David Bowie,17M,674748,/artist?id=238,63,"Jan 14, 2021",34,2
99,0,Italy,LUM!X,9M,665408,/artist?id=787669,77,"Feb 20, 2020",47,1
100,66,Brazil,DJ Matt D,2.8M,658159,/artist?id=1745564,100,"Jan 6, 2022",10,4
101,326,Brazil,Kaio Viana,2.2M,651450,/artist?id=1645356,101,"Jan 6, 2022",3,3
102,0,United States,LMFAO,8.3M,649817,/artist?id=3373,57,"Jan 9, 2020",23,1
103,318,United Kingdom,Spice Girls,10M,648736,/artist?id=808,103,"Jan 6, 2022",22,2
104,0,United States,Ryan Lewis,20M,639200,/artist?id=425360,22,"Jan 28, 2021",13,1
105,0,United States,SAINt JHN,10M,630243,/artist?id=23277,1,"Apr 9, 2020",35,1
106,136,Gambia,Jnr Choi,2.5M,626260,/artist?id=1343500,106,"Jan 6, 2022",3,3
107,0,Italy,Prezioso,6.8M,621294,/artist?id=263172,104,"Jul 29, 2021",29,1
108,0,United States,ERNEST,5.4M,620780,/artist?id=1783398,108,"Jan 6, 2022",1,1
109,63,United States,SZA,67M,613034,/artist?id=4515,3,"May 6, 2021",36,5
110,0,United Kingdom,Fleetwood Mac,28M,610083,/artist?id=100,2,"Oct 22, 2020",43,1
111,0,United States,Journey,17M,604949,/artist?id=362,111,"Jan 6, 2022",34,1
112,29,Mexico,Vicente Fernández,9.1M,602781,/artist?id=208714,41,"Dec 16, 2021",22,4
113,0,France,Kungs,10M,602333,/artist?id=5728,57,"Aug 5, 2021",27,1
114,106,Brazil,Mari Fernandez,12M,583979,/artist?id=4647984,23,"Jun 24, 2021",16,6
115,0,United States,P!nk,35M,583420,/artist?id=672,18,"Apr 29, 2021",35,1
116,0,Australia,The Kid LAROI,37M,580727,/artist?id=1333786,2,"Jul 29, 2021",55,1
117,0,United States,OneRepublic,48M,579572,/artist?id=2796,3,"May 28, 2020",36,1
118,0,Germany,Topic,16M,578234,/artist?id=3508,11,"Jun 4, 2020",56,1
119,89,United States,Dímelo Flow,5.4M,574554,/artist?id=600735,20,"Jan 9, 2020",21,4
120,0,Netherlands,MOTi,4.9M,567695,/artist?id=126995,120,"Jan 6, 2022",21,1
121,491,United States,Jennifer Lopez,22M,564594,/artist?id=177,15,"Oct 1, 2020",42,2
122,0,United Kingdom,MNEK,13M,560440,/artist?id=4313,5,"Aug 20, 2020",25,1
123,0,Unknown,The Red Army Choir,0,558167,/artist?id=6950382,123,"Jan 6, 2022",1,1
124,389,Brazil,MC CJ,524K,558132,/artist?id=1675262,124,"Jan 6, 2022",3,3
125,0,United Kingdom,Rita Ora,13M,557813,/artist?id=4109,7,"Feb 18, 2021",23,1
126,0,France,Ofenbach,10M,553350,/artist?id=208703,17,"Jan 14, 2021",49,1
127,87,Mexico,Los Ángeles Azules,14M,545454,/artist?id=41672,127,"Jan 6, 2022",27,8
128,148,Brazil,PEDRO SAMPAIO,7.3M,545057,/artist?id=1151187,86,"Feb 27, 2020",32,4
129,0,United States,Usher,26M,545043,/artist?id=757,11,"Oct 29, 2020",38,1
130,0,United Kingdom,Goodboys,12M,541758,/artist?id=1395409,32,"Jan 9, 2020",27,1
131,125,United Kingdom,Mark Ronson,23M,541532,/artist?id=1759,43,"Sep 3, 2020",20,3
132,113,Colombia,Blessd,9.9M,538226,/artist?id=1776209,28,"Jun 10, 2021",23,10
133,91,India,Devi Sri Prasad,0,537485,/artist?id=512336,133,"Jan 6, 2022",19,4
134,0,United Kingdom,Phil Collins,19M,534590,/artist?id=47,118,"Jan 16, 2020",38,1
135,0,United States,Bruno Mars,59M,531688,/artist?id=3501,2,"Mar 11, 2021",47,1
136,0,United States,Post Malone,51M,531193,/artist?id=135326,2,"Nov 11, 2021",25,1
137,0,United States,TOTO,17M,529512,/artist?id=459,110,"Jan 7, 2021",35,1
138,270,Argentina,Rafaga,3.1M,527985,/artist?id=18314,138,"Jan 6, 2022",6,2
139,0,United Kingdom,Headie One,5.1M,523887,/artist?id=715574,18,"Aug 6, 2020",25,1
140,444,United States,Bon Jovi,24M,521011,/artist?id=834,110,"Oct 8, 2020",41,2
141,0,Unknown,Elenco de Encanto,0,519768,/artist?id=8027590,141,"Jan 6, 2022",3,1
142,111,Brazil,Zé Felipe,11M,519621,/artist?id=207528,56,"Nov 5, 2020",41,3
143,2,United States,DJ Premier,3.4M,519307,/artist?id=209655,47,"Jun 11, 2020",10,2
144,835,United States,Macklemore,28M,513353,/artist?id=2459,45,"Jan 21, 2021",24,2
145,0,Israel,Dennis Lloyd,6.2M,512248,/artist?id=277771,71,"Nov 18, 2021",27,1
146,817,United States,The Pointer Sisters,5.6M,501507,/artist?id=479,146,"Jan 6, 2022",9,2
147,0,Italy,Gigi D'Agostino,9.4M,497643,/artist?id=93236,96,"Jan 7, 2021",21,1
148,0,Norway,a-ha,15M,494486,/artist?id=214,89,"Feb 25, 2021",24,1
149,152,Colombia,La Sonora Dinamita,4M,491357,/artist?id=72648,17,"Mar 12, 2020",13,2
150,130,Brazil,George Henrique & Rodrigo,4.7M,490921,/artist?id=256222,58,"Nov 25, 2021",19,11
151,0,United States,Lizzo,24M,488506,/artist?id=210712,2,"Aug 26, 2021",16,1
152,171,Unknown,Tony Camargo,58K,488466,/artist?id=216911,152,"Jan 6, 2022",5,2
153,0,Germany,Felix Jaehn,20M,487543,/artist?id=4770,26,"Jul 2, 2020",44,1
154,0,Italy,MEDUZA,21M,486679,/artist?id=1395408,18,"Nov 19, 2020",30,1
155,54,Canada,Carly Rae Jepsen,16M,486570,/artist?id=3397,33,"May 28, 2020",34,5
156,0,United States,Grey,8.2M,484397,/artist?id=213205,72,"Jan 7, 2021",16,1
157,0,Unknown,Olga Lucía Vives,802K,479301,/artist?id=8027587,157,"Jan 6, 2022",2,1
158,0,United States,Diana Ross,8.1M,477320,/artist?id=651,158,"Jan 6, 2022",18,1
159,266,Brazil,Anitta,23M,475792,/artist?id=4520,19,"Oct 1, 2020",34,2
160,-20,United States,Roddy Ricch,22M,475249,/artist?id=839964,3,"Jan 16, 2020",31,3
161,0,United States,Billy Joel,21M,469585,/artist?id=42,94,"Jan 7, 2021",39,1
162,0,Puerto Rico,Don Omar,27M,469072,/artist?id=1806,9,"May 14, 2020",39,1
163,0,Sweden,NEIKED,6.4M,465252,/artist?id=206672,5,"Nov 11, 2021",11,1
164,0,United Kingdom,The Police,23M,460772,/artist?id=213,116,"Jan 7, 2021",36,1
165,45,Brazil,Wesley Safadão,11M,458234,/artist?id=5006,165,"Jan 6, 2022",38,5
166,0,Germany,Lou Bega,4.1M,453512,/artist?id=197,150,"Jan 7, 2021",7,1
167,0,United States,Panic! At The Disco,23M,452712,/artist?id=2260,100,"Jan 2, 2020",16,1
168,0,United States,DNCE,11M,451332,/artist?id=5332,168,"Jan 6, 2022",17,1
169,0,United States,Tina Turner,9.1M,447377,/artist?id=346,6,"Jul 30, 2020",19,1
170,0,United States,IAmChino,2.3M,446715,/artist?id=43565,53,"Mar 18, 2021",11,1
171,0,United Kingdom,Mae Muller,7.6M,444142,/artist?id=758401,7,"Nov 11, 2021",18,1
172,0,United States,Ne-Yo,21M,439564,/artist?id=2447,104,"Feb 6, 2020",33,1
173,191,United States,Cyndi Lauper,14M,432898,/artist?id=85,85,"Jan 7, 2021",29,2
174,138,Unknown,Marcynho Sensação,3.1M,427813,/artist?id=6017854,20,"Aug 12, 2021",20,2
175,0,Colombia,KAROL G,56M,427762,/artist?id=206809,15,"Aug 19, 2021",46,1
176,260,Netherlands,Sam Feldt,13M,427157,/artist?id=5020,57,"Apr 2, 2020",32,4
177,0,Belgium,Stromae,11M,423816,/artist?id=3593,14,"Oct 21, 2021",29,1
178,0,United States,Pharrell Williams,24M,422287,/artist?id=2143,10,"Jul 1, 2021",35,1
179,0,Unknown,Dave Stewart,11M,421872,/artist?id=458135,6,"Jun 25, 2020",21,1
180,349,Australia,AC/DC,27M,421352,/artist?id=314,24,"Oct 15, 2020",46,2
181,0,United Kingdom,Becky Hill,19M,418374,/artist?id=209124,18,"Jun 24, 2021",38,1
182,0,Argentina,Bizarrap,50M,412522,/artist?id=648982,11,"Aug 6, 2020",34,1
183,65,Brazil,Israel & Rodolffo,10M,412353,/artist?id=310220,16,"Mar 25, 2021",26,5
184,0,United States,24kGoldn,15M,410621,/artist?id=1005525,2,"Sep 10, 2020",38,1
185,0,United States,Blondie,11M,410584,/artist?id=162,185,"Jan 6, 2022",27,1
186,0,United States,WALK THE MOON,11M,409795,/artist?id=3832,122,"Jan 9, 2020",21,1
187,0,Sweden,Robyn,3.2M,408983,/artist?id=460,61,"Aug 13, 2020",11,1
188,0,United States,Village People,4.3M,407409,/artist?id=217,188,"Jan 6, 2022",12,1
189,0,France,HUGEL,8M,405481,/artist?id=212003,189,"Jan 6, 2022",29,1
190,0,Germany,Pajel,1.7M,404644,/artist?id=4394548,107,"Sep 9, 2021",9,1
191,0,United States,Alicia Keys,23M,403887,/artist?id=977,26,"Aug 27, 2020",38,1
192,0,India,Kumaar,13M,403722,/artist?id=1310556,192,"Jan 6, 2022",9,1
193,0,United Kingdom,RAYE,32M,403253,/artist?id=407402,7,"Jun 18, 2020",45,1
194,0,Unknown,Isabel Garcés,662K,403032,/artist?id=8029748,194,"Jan 6, 2022",2,1
195,0,United Kingdom,Annie Lennox,14M,401811,/artist?id=41,4,"Jun 25, 2020",27,1
196,0,United States,Sister Sledge,3.4M,400806,/artist?id=502,136,"Jan 7, 2021",9,1
197,681,Spain,Los Del Rio,2.9M,399972,/artist?id=150839,197,"Jan 6, 2022",8,2
198,0,Germany,Zedd,16M,399935,/artist?id=3777,30,"Jul 30, 2020",18,1
199,181,Spain,Morad,7.8M,399411,/artist?id=1428885,108,"Jul 1, 2021",33,5
200,241,Spain,zzoilo,5.6M,397692,/artist?id=4270958,75,"Aug 26, 2021",24,8
201,0,Unknown,Daniela Sierra,614K,397335,/artist?id=8204078,201,"Jan 6, 2022",1,1
202,0,Australia,Tones And I,14M,395789,/artist?id=1410939,7,"Jan 9, 2020",19,1
203,151,Brazil,Avine Vinny,1.8M,393938,/artist?id=309307,19,"Oct 14, 2021",18,2
204,307,Argentina,Damas Gratis,3.7M,390937,/artist?id=207858,201,"Apr 29, 2021",11,2
205,129,United States,Dalex,14M,390905,/artist?id=622544,48,"Jan 23, 2020",24,3
206,0,United States,Far East Movement,6.6M,390276,/artist?id=2664,206,"Jan 6, 2022",25,1
207,0,Netherlands,Vengaboys,4.7M,389355,/artist?id=126,169,"Aug 27, 2020",7,1
208,0,Germany,Purple Disco Machine,9.4M,389298,/artist?id=163590,42,"Jul 30, 2020",37,1
209,430,Unknown,Alexandra Shipp,753K,388597,/artist?id=7473996,209,"Jan 6, 2022",6,4
210,58,Unknown,Sadie Jean,3.2M,386326,/artist?id=8188109,163,"Dec 23, 2021",3,3
211,185,United States,Steve Aoki,21M,385851,/artist?id=3085,24,"Jan 23, 2020",28,2
212,0,United States,Gloria Gaynor,6.4M,385614,/artist?id=294,88,"Jan 9, 2020",14,1
213,9,United States,Nas,10M,385154,/artist?id=456,7,"Sep 2, 2021",34,2
214,0,Trinidad And Tobago,Haddaway,6.2M,383662,/artist?id=253,214,"Jan 6, 2022",4,1
215,0,Brazil,Jorge & Mateus,11M,383166,/artist?id=110066,171,"Apr 9, 2020",29,4
216,634,Unknown,dazy,14M,382810,/artist?id=8099351,143,"Dec 23, 2021",4,3
217,0,Unknown,Aura The Scientist,5,382344,/artist?id=8240491,217,"Jan 6, 2022",1,1
218,320,United States,Robin de Jesus,720K,382122,/artist?id=665407,218,"Jan 6, 2022",7,4
219,0,Germany,ILIRA,3.7M,382095,/artist?id=734572,35,"May 21, 2020",25,1
220,0,Unknown,Juanse Diez,589K,381425,/artist?id=8029747,220,"Jan 6, 2022",2,1
221,0,United States,Creedence Clearwater Revival,25M,381121,/artist?id=403,103,"May 28, 2020",39,1
222,0,United States,DaBaby,30M,379843,/artist?id=398544,4,"Jun 4, 2020",51,1
223,0,United Kingdom,The Rolling Stones,24M,379471,/artist?id=216,19,"Apr 30, 2020",47,1
224,324,United Kingdom,Eurythmics,11M,378886,/artist?id=44,44,"Nov 4, 2021",19,2
225,0,United Kingdom,Clean Bandit,21M,376776,/artist?id=4135,22,"Sep 24, 2020",35,1
226,374,United Kingdom,Dire Straits,17M,376601,/artist?id=86,93,"Jan 9, 2020",30,2
227,0,United States,Marvin Gaye,16M,376546,/artist?id=240,45,"Jan 9, 2020",27,1
228,0,Unknown,Dance Fruits Music,5.8M,376361,/artist?id=4183174,35,"Jan 21, 2021",27,1
229,0,United Kingdom,The Beatles,29M,373727,/artist?id=102,68,"Apr 16, 2020",40,1
230,0,United States,Lionel Richie,11M,373626,/artist?id=736,169,"Feb 18, 2021",17,1
231,0,Philippines,Boza,0,370978,/artist?id=420618,1,"Sep 23, 2021",4,1
232,183,Brazil,Clayton & Romário,6.1M,370778,/artist?id=124542,145,"Oct 28, 2021",17,5
233,393,Brazil,Paulo Pires,1.6M,370521,/artist?id=3559646,39,"Nov 18, 2021",10,2
234,233,Spain,Melody,3.5M,370483,/artist?id=508881,234,"Jan 6, 2022",6,2
235,0,Sweden,A7S,11M,366419,/artist?id=1391388,6,"Jun 18, 2020",41,1
236,0,Puerto Rico,Luis Fonsi,21M,360611,/artist?id=1434,39,"Jun 10, 2021",33,1
237,53,Panama,Eddy Lover,670K,359556,/artist?id=215105,139,"Dec 23, 2021",5,4
238,0,Germany,A Touch Of Class,5.8M,355827,/artist?id=479864,176,"Apr 9, 2020",9,1
239,0,Germany,Cascada,7.4M,354896,/artist?id=2019,213,"Nov 11, 2021",16,1
240,455,Italy,MJ Rodriguez,30,354694,/artist?id=1117082,240,"Jan 6, 2022",5,4
241,329,United States,Neil Diamond,7M,353955,/artist?id=513,70,"Jul 15, 2021",15,2
242,137,Unknown,Andrew Garfield,890K,353007,/artist?id=7473993,242,"Jan 6, 2022",7,7
243,74,India,Shashaa Tirupati,7.5M,352156,/artist?id=420693,243,"Jan 6, 2022",11,5
244,0,United States,50 Cent,32M,351992,/artist?id=907,65,"Jan 14, 2021",32,1
245,-14,Korea,V,2.9M,351966,/artist?id=217336,55,"Mar 26, 2020",11,2
246,0,Jamaica,Bob Marley & The Wailers,17M,351698,/artist?id=158333,58,"Aug 13, 2020",41,1
247,0,Unknown,DMNDS,3.4M,350452,/artist?id=1461377,81,"Jun 10, 2021",25,1
248,62,Unknown,Indravathi Chauhan,1.2M,349758,/artist?id=8192877,180,"Dec 23, 2021",3,3
249,89,India,A.R. Rahman,26M,348704,/artist?id=117789,96,"Jul 30, 2020",48,4
250,69,Argentina,Los Palmeras,2.4M,346100,/artist?id=149137,250,"Jan 6, 2022",4,2
251,0,Russian Federation,The Red Army Choir,0,344289,/artist?id=3863897,251,"Jan 6, 2022",2,1
252,0,Unknown,The Red Army Choir,0,344289,/artist?id=4569541,252,"Jan 6, 2022",2,1
253,0,India,Anmol Malik,447K,342994,/artist?id=576442,223,"Dec 23, 2021",6,1
254,0,United States,Rick James,3.5M,341938,/artist?id=366,117,"Nov 4, 2021",8,1
255,0,Sweden,Galantis,15M,341908,/artist?id=4588,8,"Jun 10, 2021",44,1
256,0,United States,will.i.am,9.8M,340197,/artist?id=1642,60,"Mar 26, 2020",26,1
257,0,Netherlands,Martin Garrix,23M,339542,/artist?id=4516,18,"Feb 11, 2021",29,1
258,645,Romania,INNA,7.5M,338461,/artist?id=3295,37,"May 13, 2021",24,3
259,0,United States,Gala,5.1M,337889,/artist?id=212540,259,"Jan 6, 2022",7,1
260,0,Puerto Rico,Ricky Martin,15M,337760,/artist?id=109,45,"Apr 22, 2021",29,1
261,0,Russian Federation,The Red Army Choir,0,337299,/artist?id=3924504,261,"Jan 6, 2022",2,1
262,83,Unknown,DJ Tacinho,406K,336769,/artist?id=4466066,215,"Dec 16, 2021",5,5
263,0,United Kingdom,Mark Morrison,5.1M,336494,/artist?id=1124,14,"Feb 11, 2021",6,1
264,92,Brazil,Dj Terrorista,1.2M,336002,/artist?id=3697473,223,"Dec 16, 2021",7,6
265,0,Netherlands,R3HAB,21M,333879,/artist?id=3455,41,"Apr 16, 2020",41,1
266,0,United Kingdom,Nonô,2.3M,332765,/artist?id=1124595,265,"Jul 2, 2020",16,1
267,-60,Ireland,U2,21M,332187,/artist?id=75,89,"Oct 15, 2020",37,2
268,267,United States,Vanessa Hudgens,3.6M,331735,/artist?id=217920,268,"Jan 6, 2022",6,3
269,630,United Kingdom,Nathan Evans,5.6M,330324,/artist?id=4199988,5,"Feb 25, 2021",14,2
270,0,Russian Federation,The Red Army Choir,624K,329537,/artist?id=81393,270,"Jan 6, 2022",2,1
271,0,Denmark,Aqua,5.1M,327542,/artist?id=152,271,"Jan 6, 2022",8,1
272,79,Brazil,Tarcísio do Acordeon,4.6M,327508,/artist?id=3716104,88,"Jan 7, 2021",29,2
273,222,United States,Joshua Henry,780K,327458,/artist?id=686717,273,"Jan 6, 2022",6,4
274,199,Puerto Rico,Rauw Alejandro,49M,327410,/artist?id=224838,2,"Feb 11, 2021",56,2
275,378,Cuba,Celia Cruz,5.8M,327104,/artist?id=331,172,"Jan 9, 2020",7,2
276,288,Argentina,Gilda,1.7M,326375,/artist?id=207847,276,"Jan 6, 2022",5,2
277,0,Chile,La Sonora De Tommy Rey,111K,325585,/artist?id=48922,138,"Jan 9, 2020",4,1
278,215,Indonesia,Ahmad Dhani,529K,325465,/artist?id=160972,278,"Jan 6, 2022",3,3
279,0,Russian Federation,The Red Army Choir,0,324413,/artist?id=1043032,279,"Jan 6, 2022",2,1
280,0,United Kingdom,SG Lewis,4.6M,324191,/artist?id=5273,37,"Jun 25, 2020",27,1
281,0,United States,Colin Hay,3.3M,323577,/artist?id=207429,281,"Jan 6, 2022",2,1
282,-245,United Kingdom,Ed Sheeran,83M,323510,/artist?id=3648,2,"Jul 8, 2021",39,3
283,601,Unknown,MysticHits,1.6K,321675,/artist?id=8062791,283,"Jan 6, 2022",3,2
284,0,Netherlands,FAULHABER,1.7M,321472,/artist?id=1357021,66,"Feb 11, 2021",19,1
