Rank,Change,Country,Artist,Monthly Listeners,Weekly Listeners Change,Internal Link,Peak Position,Peak Date,Weeks on Chart,Current Weekly Streak
44,-15,Brazil,Borges,3.7M,682307,/artist?id=3703019,29,"Mar 3, 2022",8,3
45,-22,Brazil,Budah,1.6M,677003,/artist?id=835571,23,"Mar 3, 2022",3,2
46,0,Unknown,Ryugan,11,676887,/artist?id=8559508,46,"Mar 10, 2022",1,1
47,-21,Unknown,Caio Luccas,3.6M,676623,/artist?id=3989566,26,"Mar 3, 2022",5,2
48,0,Netherlands,Afrojack,8.1M,664932,/artist?id=3229,48,"Mar 10, 2022",37,1
49,0,Netherlands,R3HAB,21M,648960,/artist?id=3455,41,"Apr 16, 2020",43,1
50,-30,United States,Fivio Foreign,9.9M,648592,/artist?id=1455972,8,"Feb 24, 2022",35,4
51,325,United States,Adriel Favela,5.7M,645303,/artist?id=32168,51,"Mar 10, 2022",12,4
52,0,United Kingdom,TSHA,2M,635266,/artist?id=1145552,52,"Mar 10, 2022",11,1
53,4,Brazil,Topo La Maskara,1.5M,632961,/artist?id=804751,53,"Mar 10, 2022",10,5
54,-35,Brazil,Luiz Lins,2.5M,631780,/artist?id=243895,19,"Mar 3, 2022",3,2
55,0,United States,Khalid,53M,629557,/artist?id=209693,10,"Apr 1, 2021",33,1
56,75,Unknown,lil Shordie Scott,796K,628359,/artist?id=8390897,56,"Mar 10, 2022",2,2
57,-19,Mexico,Christian Nodal,20M,612885,/artist?id=40359,11,"Apr 29, 2021",45,5
58,34,United States,Madonna,25M,605794,/artist?id=27,58,"Mar 10, 2022",50,5
59,0,United States,Michael Giacchino,5.4M,605048,/artist?id=1463,59,"Mar 10, 2022",13,1
60,7,United States,Kanye West,53M,596902,/artist?id=1845,1,"Sep 2, 2021",55,8
61,-33,Norway,Kygo,28M,584099,/artist?id=4761,10,"May 28, 2020",40,2
62,173,United States,Selena Gomez,59M,581392,/artist?id=3168,3,"Feb 11, 2021",39,4
63,127,India,Sanjay Leela Bhansali,5.7M,579622,/artist?id=547859,63,"Mar 10, 2022",6,3
64,-19,United States,salem ilese,6.6M,579437,/artist?id=728818,4,"Sep 24, 2020",25,2
65,-28,Colombia,Ryan Castro,13M,577534,/artist?id=1045417,28,"Feb 3, 2022",30,22
66,-23,United States,Alicia Keys,23M,576324,/artist?id=977,2,"Feb 17, 2022",42,4
67,-25,Brazil,Teto,6.2M,576306,/artist?id=3642054,40,"Oct 7, 2021",20,2
68,0,Brazil,Mc Kevin,4.2M,571681,/artist?id=430602,61,"May 27, 2021",17,1
69,0,United States,YoungBoy Never Broke Again,18M,569919,/artist?id=215373,3,"Jul 8, 2021",36,1
70,0,Australia,5 Seconds of Summer,20M,561796,/artist?id=4477,9,"Feb 13, 2020",23,1
71,-6,Korea,TOMORROW X TOGETHER,8.9M,559559,/artist?id=1414812,65,"Mar 3, 2022",27,2
72,-36,Brazil,PEDRO SAMPAIO,7.3M,552287,/artist?id=1151187,36,"Mar 3, 2022",37,5
73,-62,Canada,Tate McRae,30M,544443,/artist?id=550577,7,"Feb 24, 2022",60,5
74,-58,United States,Eminem,67M,541986,/artist?id=236,2,"Jan 30, 2020",50,10
75,0,Indonesia,Tulus,8.2M,541146,/artist?id=175814,75,"Mar 10, 2022",9,1
76,33,France,ASHE 22,2M,523458,/artist?id=1458713,76,"Mar 10, 2022",6,2
77,0,Unknown,TAYA,4.7M,517334,/artist?id=3661100,77,"Mar 10, 2022",2,1
78,0,Brazil,Anitta,23M,511151,/artist?id=4520,19,"Oct 1, 2020",38,1
79,-21,United States,50 Cent,32M,505263,/artist?id=907,10,"Feb 24, 2022",39,5
80,28,Spain,C. Tangana,9.8M,501641,/artist?id=214141,16,"Nov 19, 2020",37,4
81,842,Unknown,Fabio Asher,4.5M,493850,/artist?id=8429887,81,"Mar 10, 2022",2,2
82,-65,Brazil,MC G15,4.4M,492225,/artist?id=215558,17,"Mar 3, 2022",9,2
83,-28,Colombia,Beéle,8.2M,491183,/artist?id=1660888,39,"Apr 30, 2020",37,3
84,0,United States,YNW BSlime,379K,489055,/artist?id=1667275,84,"Mar 10, 2022",5,1
85,803,United States,MC Hariel,7M,488194,/artist?id=58317,85,"Mar 10, 2022",20,2
86,112,Unknown,Aditya A,6.4M,487331,/artist?id=3824190,86,"Mar 10, 2022",3,3
87,16,Canada,Nelly Furtado,19M,483639,/artist?id=831,55,"Nov 5, 2020",51,5
88,-1,Unknown,Salve Malak,5.2M,480430,/artist?id=3607099,54,"Jul 1, 2021",9,2
89,-50,United Kingdom,Sting,10M,471959,/artist?id=248,39,"Mar 3, 2022",26,2
90,0,United States,Kareen Lomax,1.1M,471775,/artist?id=389151,29,"Oct 7, 2021",23,1
91,60,France,Freeze corleone,2.5M,464370,/artist?id=742725,91,"Mar 10, 2022",11,2
92,-43,Brazil,LUDMILLA,8.5M,462859,/artist?id=5011,49,"Mar 3, 2022",32,5
93,89,United States,Alan Menken,6.1M,455738,/artist?id=428844,93,"Mar 10, 2022",18,4
94,10,United Kingdom,Central Cee,23M,454215,/artist?id=403699,61,"Sep 23, 2021",30,2
95,49,Brazil,Davi Kneip,2.5M,449272,/artist?id=1595539,95,"Mar 10, 2022",2,2
96,-55,Brazil,MC Teteu,1.6M,448448,/artist?id=1378914,41,"Mar 3, 2022",18,7
97,14,United States,Miguel,32M,448391,/artist?id=3853,30,"Feb 17, 2022",33,9
98,-42,Spain,Marta Sánchez,5.6M,445461,/artist?id=201356,41,"Feb 24, 2022",5,5
99,0,Portugal,MARO,1.1M,437198,/artist?id=1010776,99,"Mar 10, 2022",1,1
100,-28,United States,2Pac,22M,436995,/artist?id=55,16,"Jun 11, 2020",41,9
101,-23,United States,Taylor Swift,85M,435774,/artist?id=2762,1,"Nov 18, 2021",46,4
102,200,Unknown,MC Taisinha,4.2K,435406,/artist?id=8400872,102,"Mar 10, 2022",2,2
103,-71,United Kingdom,Florence + The Machine,15M,429879,/artist?id=3129,32,"Mar 3, 2022",27,2
104,0,United States,SYML,13M,428184,/artist?id=207436,104,"Mar 10, 2022",23,1
105,-31,Colombia,DEKKO,4.6M,421094,/artist?id=1617114,74,"Mar 3, 2022",14,10
106,-40,Brazil,BIN,4.6M,420975,/artist?id=1028569,66,"Mar 3, 2022",17,2
107,3,Mexico,Maná,16M,420658,/artist?id=304,107,"Mar 10, 2022",24,2
108,-12,United States,Pineapple StormTv,5.9M,417280,/artist?id=716512,61,"Jul 1, 2021",13,2
109,0,United Kingdom,Dave,8.8M,414280,/artist?id=206742,10,"Jul 29, 2021",17,1
110,-39,Unknown,Dj Tk,3M,410850,/artist?id=3963106,71,"Mar 3, 2022",4,4
111,48,Brazil,Dj Gabriel do Borel,2.6M,410506,/artist?id=1408159,111,"Mar 10, 2022",5,2
112,16,Puerto Rico,Mariah Angeliq,6.9M,410204,/artist?id=1108209,9,"Apr 1, 2021",44,8
113,39,United States,JVKE,28M,404436,/artist?id=3891033,23,"Jan 14, 2021",28,7
114,-66,Brazil,Marina Sena,2.9M,403728,/artist?id=1289912,48,"Mar 3, 2022",8,2
115,-69,Sweden,KIDDO,6M,400202,/artist?id=745449,15,"Jan 14, 2021",35,3
116,0,Unknown,Ayesha Erotica,190,396886,/artist?id=8214513,116,"Mar 10, 2022",1,1
117,-83,Brazil,MC Rogerinho,6.1M,394487,/artist?id=1658214,34,"Mar 3, 2022",27,3
118,480,India,Jahnvi Shrimankar,460K,390620,/artist?id=734349,118,"Mar 10, 2022",3,3
119,75,United States,ODESZA,6.8M,388212,/artist?id=4369,61,"May 14, 2020",16,4
120,-15,United States,Yeat,11M,387902,/artist?id=1022448,47,"Feb 24, 2022",14,9
121,0,Belgium,Dimitri Vegas & Like Mike,10M,387300,/artist?id=4848,68,"Aug 6, 2020",27,1
122,0,Sweden,Icona Pop,8.7M,386907,/artist?id=3778,61,"Jul 15, 2021",30,1
123,107,France,Daft Punk,20M,385883,/artist?id=170,5,"Mar 4, 2021",30,3
124,10,Puerto Rico,vf7,720K,384882,/artist?id=1734926,98,"Mar 18, 2021",14,2
125,-23,Spain,Beny Jr,4.4M,383567,/artist?id=3376331,102,"Mar 3, 2022",10,2
126,380,United Kingdom,YV,1.5M,380171,/artist?id=377122,126,"Mar 10, 2022",4,4
127,0,United States,DaBaby,30M,378471,/artist?id=398544,4,"Jun 4, 2020",53,1
128,-42,United Kingdom,Mimi Webb,8M,378098,/artist?id=778014,22,"Apr 22, 2021",21,3
129,410,Unknown,Rucha,0,376659,/artist?id=3513824,129,"Mar 10, 2022",3,3
130,458,Puerto Rico,Bad Bunny,65M,374231,/artist?id=214945,3,"Mar 12, 2020",43,5
131,-16,Chile,Standly,13M,372976,/artist?id=3744643,115,"Mar 3, 2022",12,10
132,-55,Canada,Ruth B.,21M,371123,/artist?id=5450,70,"Feb 17, 2022",50,10
133,46,Spain,Morad,7.8M,368708,/artist?id=1428885,108,"Jul 1, 2021",35,2
134,-39,United States,Frank Ocean,24M,367569,/artist?id=3849,32,"Jan 27, 2022",38,9
135,0,Puerto Rico,Calle 13,7.4M,366445,/artist?id=2467,135,"Mar 10, 2022",7,1
136,-43,United States,JAY-Z,35M,361207,/artist?id=58,1,"Dec 24, 2020",55,8
137,-23,Canada,Jonita Gandhi,11M,350907,/artist?id=6649,84,"Feb 24, 2022",24,4
138,-59,Unknown,MC Josh,855K,348660,/artist?id=4542096,79,"Mar 3, 2022",10,5
139,0,Unknown,SōNE,0,347364,/artist?id=6418628,139,"Mar 10, 2022",1,1
140,46,Puerto Rico,Randy,5.7M,345982,/artist?id=215035,37,"Dec 24, 2020",27,3
141,0,Italy,Prezioso,6.8M,341348,/artist?id=263172,104,"Jul 29, 2021",33,1
142,0,Unknown,病毒炸弹,1,340332,/artist?id=8495524,142,"Mar 10, 2022",1,1
143,-60,Mexico,Sofía Reyes,7.9M,339236,/artist?id=50113,37,"Feb 24, 2022",32,4
144,0,Australia,Cassian,862K,338951,/artist?id=81697,144,"Mar 10, 2022",2,1
145,-124,United Kingdom,Mura Masa,4.5M,338812,/artist?id=4626,21,"Mar 3, 2022",10,2
146,1,Unknown,Jessie Murph,4.5M,337788,/artist?id=4184989,106,"Oct 7, 2021",15,3
147,283,Unknown,Elli Eli,43K,335727,/artist?id=8111017,147,"Mar 10, 2022",3,3
148,22,Italy,Baby Gang,4.7M,334424,/artist?id=3490380,148,"Mar 10, 2022",5,2
149,0,United States,HAIM,5.5M,334406,/artist?id=4203,4,"Dec 17, 2020",21,1
150,0,United States,Zacari,758K,331399,/artist?id=219658,150,"Mar 10, 2022",4,1
151,838,United Kingdom,Tom Odell,27M,331190,/artist?id=4348,43,"Apr 29, 2021",29,2
152,0,Unknown,MNR Tobi,1,329397,/artist?id=8476116,152,"Mar 10, 2022",1,1
153,0,United States,Bettye LaVette,1.4M,329275,/artist?id=319350,43,"Feb 17, 2022",4,4
154,0,United Kingdom,Moelogo,312K,328283,/artist?id=63553,154,"Mar 10, 2022",1,1
155,0,United States,Amtrac,1.2M,327499,/artist?id=207172,155,"Mar 10, 2022",3,1
156,55,Italy,Rondodasosa,4.1M,327194,/artist?id=3517861,152,"Jul 15, 2021",18,2
157,0,Netherlands,Don Diablo,6.6M,321336,/artist?id=1650,82,"Feb 6, 2020",30,1
158,23,Mexico,Peso Pluma,29M,315942,/artist?id=4251908,158,"Mar 10, 2022",3,3
159,0,United States,Jon Pardi,7.9M,314169,/artist?id=4510,159,"Mar 10, 2022",19,1
160,0,Unknown,heiwa,29K,311914,/artist?id=6612025,160,"Mar 10, 2022",1,1
161,0,United States,CLAY,461K,309701,/artist?id=131673,161,"Mar 10, 2022",1,1
162,0,United Kingdom,Wet Leg,2.9M,306222,/artist?id=6053157,162,"Mar 10, 2022",6,1
163,0,United States,NEIL FRANCES,3.6M,303696,/artist?id=600199,163,"Mar 10, 2022",6,1
164,-28,United States,Ovi,7M,303038,/artist?id=1452881,132,"Apr 8, 2021",29,4
165,30,Korea,STAYC,3.7M,302640,/artist?id=4073115,136,"Sep 16, 2021",14,2
166,-36,Unknown,Hunxho,1M,300790,/artist?id=3844316,130,"Mar 3, 2022",4,3
167,-77,Mexico,Alex Luna,1.4M,300055,/artist?id=4143574,32,"Feb 24, 2022",7,7
168,0,Nigeria,Davido,5.1M,298837,/artist?id=4723,21,"Apr 30, 2020",15,1
169,0,Unknown,The FaNaTiX,412K,297926,/artist?id=1366538,169,"Mar 10, 2022",1,1
170,0,United States,Marc Anthony,13M,297050,/artist?id=367,130,"Jan 7, 2021",21,1
171,-71,United States,Jamie Foxx,5.1M,295081,/artist?id=1377,100,"Mar 3, 2022",6,3
172,324,Unknown,Pragati,0,294742,/artist?id=5852555,172,"Mar 10, 2022",3,3
173,-38,Puerto Rico,Daddy Yankee,50M,294513,/artist?id=1802,23,"Sep 17, 2020",40,5
174,0,United Kingdom,Idris Elba,1.3M,294190,/artist?id=19694,174,"Mar 10, 2022",8,1
175,0,Germany,Bergen,1.2M,293484,/artist?id=31032,175,"Mar 10, 2022",1,1
176,160,United States,Zach Bryan,14M,292355,/artist?id=1705209,176,"Mar 10, 2022",4,2
177,-19,United States,Grupo Los de la O,6.1M,291732,/artist?id=1431644,158,"Mar 3, 2022",10,9
178,0,Unknown,siouxxie sixxsta,2M,289774,/artist?id=3884756,51,"Oct 21, 2021",8,1
179,-67,United States,Abe Parker,1.8M,289747,/artist?id=742317,112,"Mar 3, 2022",6,6
180,-121,Canada,Avril Lavigne,18M,288755,/artist?id=1316,23,"Jan 20, 2022",41,2
181,-65,Unknown,Los Lara,1.9M,288263,/artist?id=4485521,112,"Feb 24, 2022",9,9
182,112,United States,Los Gemelos De Sinaloa,5.4M,283034,/artist?id=839090,182,"Mar 10, 2022",3,2
183,-108,Unknown,Dj Serpinha,1.1M,282956,/artist?id=3813583,75,"Mar 3, 2022",19,7
184,231,Unknown,Miksu / Macloud,5.8M,281545,/artist?id=1721538,45,"Jul 2, 2020",21,2
185,0,Canada,Sickick,5.6M,281524,/artist?id=286851,185,"Mar 10, 2022",14,1
186,-46,United States,Ben E. King,9M,280459,/artist?id=161,140,"Mar 3, 2022",17,4
187,-38,Chile,El Barto,2.8M,280171,/artist?id=1634181,149,"Mar 3, 2022",10,10
188,24,Philippines,Sam Concepcion,688K,280118,/artist?id=156524,188,"Mar 10, 2022",3,3
189,464,France,David Guetta,70M,279919,/artist?id=1006,10,"Feb 18, 2021",59,4
190,0,United States,salvia palth,4.1M,279211,/artist?id=58353,190,"Mar 10, 2022",4,1
191,0,Unknown,Hylan Starr,163K,276470,/artist?id=889442,191,"Mar 10, 2022",1,1
192,-38,Brazil,Arthur Aguiar,151K,275602,/artist?id=192126,154,"Mar 3, 2022",3,3
193,421,Unknown,Archana,529K,273398,/artist?id=707140,193,"Mar 10, 2022",3,3
194,-164,United Kingdom,PinkPantheress,39M,272217,/artist?id=4241112,11,"Aug 19, 2021",28,2
195,0,Netherlands,S10,914K,271283,/artist?id=771961,195,"Mar 10, 2022",6,1
196,0,United Kingdom,Buni,3M,270561,/artist?id=912721,6,"May 13, 2021",9,1
197,-76,Brazil,Filipe Ret,7M,269578,/artist?id=443718,93,"Jul 23, 2020",24,2
198,-100,United States,Twista,4.1M,269237,/artist?id=1379,98,"Mar 3, 2022",8,3
199,-76,Brazil,Öwnboss,7.1M,265001,/artist?id=651922,123,"Mar 3, 2022",13,13
200,386,Venezuela,Danny Ocean,19M,262636,/artist?id=214292,138,"Aug 5, 2021",34,4
201,156,Germany,AnnenMayKantereit,6M,261982,/artist?id=4750,201,"Mar 10, 2022",10,2
202,31,United States,iayze,831K,261846,/artist?id=4122664,202,"Mar 10, 2022",3,3
203,-96,United States,Jx.Zero,499K,261343,/artist?id=1592839,107,"Mar 3, 2022",5,5
204,-5,Brazil,DJ Malicia,262K,261044,/artist?id=3723115,199,"Mar 3, 2022",2,2
205,382,Germany,Giant Rooks,4.5M,260174,/artist?id=214634,205,"Mar 10, 2022",9,2
206,0,Germany,Madism,6.4M,259181,/artist?id=1130860,102,"Aug 27, 2020",27,1
207,-83,United States,DDG,4.2M,255410,/artist?id=38708,28,"Nov 12, 2020",28,3
208,0,United Kingdom,Elderbrook,7.5M,252055,/artist?id=189461,57,"Sep 10, 2020",31,1
209,-8,Brazil,Mc Babu,191K,249194,/artist?id=3430450,201,"Mar 3, 2022",3,3
210,0,United States,MKJ,2.1M,249111,/artist?id=180186,210,"Mar 10, 2022",17,1
211,2,Dominican Republic,El Alfa,17M,248902,/artist?id=181977,29,"May 14, 2020",43,4
212,0,United States,David Kushner,3.8M,248772,/artist?id=3917158,34,"Jan 13, 2022",5,1
213,170,United States,Pusha T,6.6M,248037,/artist?id=2497,64,"Feb 17, 2022",13,4
214,-21,Brazil,Sevek,6.2M,244261,/artist?id=745255,140,"Feb 24, 2022",12,10
215,0,Mexico,Los Cadetes De Linares,4.5M,243788,/artist?id=113546,215,"Mar 10, 2022",3,1
216,468,United States,Kendrick Lamar,43M,243222,/artist?id=3768,14,"Sep 16, 2021",42,5
217,22,India,Anirudh Ravichander,13M,243119,/artist?id=148042,172,"Oct 8, 2020",18,3
218,-34,Unknown,CIVO,1.2M,241689,/artist?id=3913212,169,"Feb 24, 2022",5,5
219,0,Colombia,Big Yamo,2.5M,241654,/artist?id=105283,219,"Mar 10, 2022",7,1
220,72,Argentina,Emilia,10M,241520,/artist?id=1417101,44,"Jul 29, 2021",23,3
221,0,United States,A Boogie Wit da Hoodie,19M,240119,/artist?id=195737,30,"Feb 20, 2020",31,1
222,440,United States,Britney Spears,32M,239507,/artist?id=199,38,"Oct 15, 2020",62,5
223,-106,Brazil,Gloria Groove,4.8M,239299,/artist?id=420567,65,"Oct 28, 2021",21,4
224,0,Unknown,Paquin,6,239142,/artist?id=3973300,224,"Mar 10, 2022",1,1
225,-119,United Kingdom,Becky Hill,19M,238885,/artist?id=209124,18,"Jun 24, 2021",40,2
226,0,Unknown,Arohi,439K,236288,/artist?id=5764016,226,"Mar 10, 2022",2,1
227,-145,Brazil,Alok,23M,235890,/artist?id=29578,34,"Oct 21, 2021",51,3
228,-48,Mexico,Raul Vega,5M,235044,/artist?id=4380328,180,"Mar 3, 2022",3,3
229,-160,United Kingdom,You Me At Six,2M,234305,/artist?id=3296,69,"Mar 3, 2022",11,2
230,326,Unknown,clay house,33K,234279,/artist?id=4178397,230,"Mar 10, 2022",2,2
231,-74,Unknown,The Stickmen Project,2.6M,233655,/artist?id=3424124,140,"Nov 25, 2021",10,2
232,0,United States,Doja Cat,51M,232009,/artist?id=217671,3,"Nov 5, 2020",68,1
233,54,Korea,TAEYEON,3.5M,231197,/artist?id=206546,114,"Jul 15, 2021",16,7
234,-145,United States,OneRepublic,48M,230805,/artist?id=2796,3,"May 28, 2020",42,3
235,0,Germany,Schmyt,1.2M,228667,/artist?id=3565842,112,"Apr 8, 2021",6,1
236,0,Puerto Rico,Revol,2.6M,227278,/artist?id=217498,47,"Feb 25, 2021",9,1
237,-119,United States,Dímelo Flow,5.4M,226267,/artist?id=600735,20,"Jan 9, 2020",30,13
238,0,Unknown,Topher Ngo,1.8M,226136,/artist?id=4980397,238,"Mar 10, 2022",1,1
239,410,Unknown,Belters Only,1.7M,224799,/artist?id=6330041,239,"Mar 10, 2022",9,9
240,0,Germany,t-low,2.8M,224127,/artist?id=839791,165,"Mar 18, 2021",12,1
241,494,Nigeria,1da Banton,2.6M,223163,/artist?id=873626,241,"Mar 10, 2022",5,3
242,0,Unknown,Plant Guy,365K,222516,/artist?id=8455600,242,"Mar 10, 2022",1,1
243,0,Jamaica,Koffee,3.3M,222070,/artist?id=857659,240,"Aug 13, 2020",8,1
244,-180,Mexico,DAAZ,2.6M,221711,/artist?id=891678,35,"Feb 24, 2022",7,7
245,0,Korea,SUPER JUNIOR,1.2M,221213,/artist?id=206543,138,"Mar 25, 2021",8,1
246,-241,United States,Dr. Dre,22M,220549,/artist?id=129,1,"Feb 17, 2022",39,8
247,32,United States,Romeo Santos,27M,220340,/artist?id=3973,31,"Feb 25, 2021",23,5
248,0,United States,Kane Brown,12M,220043,/artist?id=5408,33,"Jul 15, 2021",34,1
249,405,United Kingdom,Brendan Mills,3.6M,219749,/artist?id=1355099,249,"Mar 10, 2022",15,5
250,-34,Brazil,MC Reino,281K,219567,/artist?id=1375643,216,"Mar 3, 2022",5,2
251,0,United Kingdom,Felix Samuel,2.6M,219021,/artist?id=1376882,192,"Aug 20, 2020",11,1
252,248,Unknown,Masove,4.4M,218605,/artist?id=4490853,252,"Mar 10, 2022",8,2
253,0,Canada,YNW Melly,8.8M,218103,/artist?id=763339,22,"Jan 30, 2020",26,1
254,0,United States,Finneas O'Connell,2.2M,217997,/artist?id=3489278,254,"Mar 10, 2022",1,1
255,0,Unknown,Anders Bagge,90K,216962,/artist?id=478522,255,"Mar 10, 2022",1,1
256,55,Austria,Mathea,718K,215742,/artist?id=1342351,205,"Dec 23, 2021",11,4
257,0,United States,Holly Walker,1.9M,215297,/artist?id=424663,142,"Feb 18, 2021",8,1
258,0,Unknown,Lrozen,3,214246,/artist?id=8455805,258,"Mar 10, 2022",1,1
259,477,Sweden,Klara Hammarström,409K,214141,/artist?id=1633795,259,"Mar 10, 2022",4,2
260,35,Mexico,Kim Loaiza,5M,212488,/artist?id=1106326,6,"Feb 17, 2022",4,4
261,-29,Unknown,RealestK,4.5M,212360,/artist?id=4108562,19,"Oct 21, 2021",8,3
262,23,United States,Dylan Conrique,1.9M,211862,/artist?id=1026452,262,"Mar 10, 2022",5,5
263,-11,United States,Kesha,18M,211438,/artist?id=207242,39,"Nov 4, 2021",46,5
264,0,Venezuela,Los Amigos Invisibles,2.7M,210904,/artist?id=1127,264,"Mar 10, 2022",1,1
265,0,Turkey,Mahmut Orhan,1.2M,210748,/artist?id=206417,265,"Mar 10, 2022",2,1
266,59,United States,Stephen Sanchez,34M,210674,/artist?id=3763237,266,"Mar 10, 2022",4,3
267,0,United States,Alala,446K,210609,/artist?id=1011536,267,"Mar 10, 2022",1,1
268,-205,Brazil,Dj Guuga,3.1M,210120,/artist?id=1140161,31,"Apr 29, 2021",26,7
269,0,Germany,Frauenarzt,982K,208970,/artist?id=204002,46,"May 13, 2021",7,1
270,0,Unknown,Le Palade,326K,208961,/artist?id=4138912,270,"Mar 10, 2022",1,1
271,-74,Unknown,DJ F7,561K,207363,/artist?id=4475565,197,"Mar 3, 2022",5,4
272,0,Sweden,Philip Strand,1.7M,206954,/artist?id=112548,272,"Mar 10, 2022",1,1
273,-211,Australia,Gordi,552K,206846,/artist?id=209364,62,"Mar 3, 2022",7,2
274,-20,Germany,SDP,2.9M,206743,/artist?id=2812,254,"Mar 3, 2022",5,3
275,0,United States,SIDEPIECE,4.2M,206733,/artist?id=1730539,139,"Oct 29, 2020",32,1
276,0,United Kingdom,Tion Wayne,8.2M,205434,/artist?id=514346,10,"May 20, 2021",30,1
277,395,Korea,BTOB,872K,205186,/artist?id=175218,277,"Mar 10, 2022",2,2
278,19,Unknown,BYOR,9.4M,204259,/artist?id=37180,278,"Mar 10, 2022",5,3
279,-20,Unknown,Hero Baldwin,536K,203512,/artist?id=481653,220,"Feb 24, 2022",3,3
280,39,Unknown,JC NO BEAT,703K,202868,/artist?id=3920959,280,"Mar 10, 2022",5,5
281,232,Unknown,Jazzy,1.3M,202199,/artist?id=8216678,275,"Feb 3, 2022",9,9
