Rank,Change,Country,Artist,Monthly Listeners,Weekly Listeners Change,Internal Link,Peak Position,Peak Date,Weeks on Chart,Current Weekly Streak
30,0,Korea,Crush,3.3M,875973,/artist?id=470187,30,"Sep 29, 2022",5,1
31,104,United States,GloRilla,6.6M,817083,/artist?id=4023387,31,"Sep 29, 2022",15,6
32,-16,United States,Romeo Santos,27M,771906,/artist?id=3973,4,"Sep 8, 2022",28,4
33,-11,United States,Chris Brown,52M,760181,/artist?id=2249,19,"Sep 30, 2021",60,9
34,-4,Unknown,putri dahlia,5.4M,736040,/artist?id=9347137,30,"Sep 22, 2022",5,5
35,0,Unknown,Salve Malak,5.2M,734199,/artist?id=3607099,35,"Sep 29, 2022",12,1
36,-21,United States,JVKE,28M,726719,/artist?id=3891033,15,"Sep 22, 2022",46,6
37,-6,Unknown,yuji,5.5M,724783,/artist?id=8342792,31,"Sep 22, 2022",4,4
38,19,United Kingdom,Anne-Marie,25M,714924,/artist?id=5256,12,"Feb 13, 2020",36,2
39,0,United States,Pineapple StormTv,5.9M,699762,/artist?id=716512,39,"Sep 29, 2022",16,1
40,0,United States,mazie,2.9M,665266,/artist?id=3637110,40,"Sep 29, 2022",4,1
41,59,India,Madhushree,3.5M,649687,/artist?id=295798,41,"Sep 29, 2022",2,2
42,-14,United States,Ice Spice,38M,629299,/artist?id=4355840,28,"Sep 22, 2022",6,6
43,88,Unknown,Mc guizinho niazi,1.6M,628747,/artist?id=4209848,43,"Sep 29, 2022",3,3
44,43,Brazil,Mc Kitinho,2.2M,628744,/artist?id=234799,44,"Sep 29, 2022",8,4
45,-5,United Kingdom,Arctic Monkeys,42M,577144,/artist?id=2289,14,"Sep 8, 2022",68,11
46,-26,Unknown,JT,1.7M,575205,/artist?id=7860524,20,"Sep 22, 2022",6,3
47,0,United States,Ty Dolla $ign,27M,569649,/artist?id=5293,5,"Oct 29, 2020",57,1
48,12,United States,Grupo Frontera,19M,568038,/artist?id=8795738,48,"Sep 29, 2022",12,12
49,688,Turkey,Dedublüman,4.2M,546636,/artist?id=3549057,49,"Sep 29, 2022",6,2
50,0,Brazil,Xamã,10M,545979,/artist?id=526350,37,"Jan 13, 2022",33,1
51,0,United States,"Earth, Wind & Fire",16M,542801,/artist?id=1558,30,"Jan 7, 2021",47,1
52,-23,United States,Yeat,11M,539827,/artist?id=1022448,23,"Sep 15, 2022",28,4
53,83,India,Jubin Nautiyal,18M,537399,/artist?id=785271,51,"Aug 26, 2021",45,3
54,120,Unknown,Silva MC,32K,519211,/artist?id=1098272,54,"Sep 29, 2022",3,3
55,95,United States,Steve Lacy,28M,500098,/artist?id=490494,5,"Aug 4, 2022",45,16
56,211,Colombia,Funk Tribu,1.8M,494165,/artist?id=3817552,56,"Sep 29, 2022",2,2
57,82,Unknown,DJ DEIVÃO,1.7M,487789,/artist?id=4609457,57,"Sep 29, 2022",4,4
58,0,Brazil,MC Cabelinho,8.1M,481654,/artist?id=420362,45,"Jul 8, 2021",23,1
59,-45,United States,Selena Gomez,59M,480993,/artist?id=3168,3,"Feb 11, 2021",47,6
60,163,Norway,girl in red,12M,468421,/artist?id=904839,34,"Mar 11, 2021",54,2
61,99,United States,Nicki Minaj,47M,464820,/artist?id=3442,1,"Mar 5, 2020",40,7
62,140,Unknown,wnjn,872K,462655,/artist?id=3537400,62,"Sep 29, 2022",3,3
63,63,India,Shreya Ghoshal,24M,460846,/artist?id=23385,63,"Sep 29, 2022",48,8
64,576,Chile,Hugo Lagos,37K,454812,/artist?id=620479,64,"Sep 29, 2022",6,3
65,11,United States,Hotel Ugly,15M,454462,/artist?id=3593404,65,"Sep 29, 2022",15,6
66,335,Unknown,Speed Radio,11M,450836,/artist?id=8870459,32,"Jul 14, 2022",19,3
67,711,Japan,なとり,3M,450471,/artist?id=9641069,67,"Sep 29, 2022",2,2
68,-29,United States,keshi,12M,449529,/artist?id=751087,39,"Sep 22, 2022",36,3
69,254,Brazil,Gustavo Mioto,9.9M,444068,/artist?id=102320,69,"Sep 29, 2022",31,2
70,91,Unknown,Sierra Deaton,339K,441992,/artist?id=9656335,70,"Sep 29, 2022",2,2
71,17,United States,The Neighbourhood,32M,441666,/artist?id=4298,10,"Jan 14, 2021",72,9
72,0,Unknown,BiC Fizzle,320K,441554,/artist?id=6700265,72,"Sep 29, 2022",3,1
73,-68,Korea,BLACKPINK,23M,440739,/artist?id=206548,1,"Sep 1, 2022",28,6
74,-30,Unknown,Kordhell,14M,439595,/artist?id=4341739,35,"Sep 15, 2022",20,16
75,0,United Kingdom,Stormzy,9.3M,435622,/artist?id=4937,38,"Jul 15, 2021",24,1
76,41,India,Tanishk Bagchi,19M,410777,/artist?id=388884,59,"Aug 26, 2021",61,9
77,-60,Unknown,Bootie Brown,3.5M,410439,/artist?id=435523,17,"Sep 22, 2022",2,2
78,1,India,Vishal Chandrashekhar,4.7M,406881,/artist?id=60043,78,"Sep 29, 2022",11,8
79,0,Korea,NMIXX,5M,405443,/artist?id=8433383,33,"Mar 10, 2022",6,1
80,-12,India,Pritam,28M,402705,/artist?id=127583,39,"Jul 28, 2022",76,3
81,-4,Canada,Ikky,6.2M,402328,/artist?id=5676520,53,"Apr 21, 2022",7,2
82,67,India,Madhur Sharma,7.6M,402089,/artist?id=4373889,82,"Sep 29, 2022",12,2
83,-24,United States,Megan Moroney,3.7M,398791,/artist?id=4271023,59,"Sep 22, 2022",3,3
84,-26,United States,Jeremy Zucker,11M,394682,/artist?id=257641,46,"Feb 11, 2021",37,3
85,661,Mexico,Kim Loaiza,5M,390973,/artist?id=1106326,6,"Feb 17, 2022",12,4
86,-24,Italy,Night Skinny,2.1M,390711,/artist?id=145303,62,"Sep 22, 2022",5,2
87,0,United States,Lucky Daye,7.6M,389694,/artist?id=1331649,50,"Apr 7, 2022",38,1
88,5,United States,Ray Dalton,7.3M,388380,/artist?id=422314,88,"Sep 29, 2022",27,2
89,-62,United Kingdom,Tom Odell,27M,387825,/artist?id=4348,21,"Apr 7, 2022",49,11
90,-89,Unknown,Polima Westcoast,0,385366,/artist?id=5801838,1,"Sep 22, 2022",2,2
91,-55,Sweden,Ghost,8.9M,385335,/artist?id=95892,11,"Sep 8, 2022",21,11
92,-45,United States,EST Gee,6M,382520,/artist?id=1632816,12,"Mar 11, 2021",28,3
93,-56,United States,Gryffin,10M,379261,/artist?id=5153,11,"Sep 15, 2022",51,3
94,249,Unknown,Mavi,3.1M,376218,/artist?id=3794893,94,"Sep 29, 2022",7,3
95,-14,Unknown,OsTEKKe,1.2M,371810,/artist?id=9605432,70,"Sep 15, 2022",3,3
96,110,Indonesia,Andmesh,5M,368628,/artist?id=739583,96,"Sep 29, 2022",3,3
97,0,Unknown,Recess Therapy,429K,368485,/artist?id=9611732,97,"Sep 29, 2022",1,1
98,0,Mexico,Cartel De Santa,15M,368304,/artist?id=1997,98,"Sep 29, 2022",17,1
99,12,Unknown,Prem & Hardeep,608K,361319,/artist?id=4332515,99,"Sep 29, 2022",3,3
100,-45,United States,Doe Boy,1.2M,355571,/artist?id=468470,28,"Sep 15, 2022",18,3
101,202,India,Vishal Mishra,9.5M,354700,/artist?id=1205460,95,"Apr 7, 2022",18,2
102,-29,India,Arijit Singh,30M,352393,/artist?id=303406,35,"Aug 18, 2022",86,22
103,-2,United States,The Gregory Brothers,1.3M,351702,/artist?id=37477,65,"Jul 21, 2022",9,4
104,0,United States,BigWalkDog,730K,351634,/artist?id=3876086,104,"Sep 29, 2022",8,1
105,0,Indonesia,Rich Brian,7.8M,350099,/artist?id=149469,28,"Aug 19, 2021",30,1
106,-52,United States,MAX,9.7M,349362,/artist?id=5614,27,"Nov 12, 2020",36,3
107,0,Unknown,Rosa Walton,1.9M,347927,/artist?id=4023552,107,"Sep 29, 2022",1,1
108,-4,Unknown,INTERWORLD,9.9M,342796,/artist?id=6518970,104,"Sep 22, 2022",8,6
109,-74,Unknown,Tariq,426K,340723,/artist?id=9639863,32,"Sep 15, 2022",3,3
110,218,Unknown,Vincent Boral,74K,337999,/artist?id=4754965,110,"Sep 29, 2022",7,7
111,106,India,Neha Kakkar,14M,336133,/artist?id=450003,111,"Sep 29, 2022",54,3
112,99,New Zealand,BENEE,6.6M,333214,/artist?id=1610439,1,"Mar 26, 2020",41,2
113,85,India,King,15M,332731,/artist?id=3485243,113,"Sep 29, 2022",20,4
114,261,United Kingdom,The 1975,15M,332311,/artist?id=4312,22,"Apr 30, 2020",34,12
115,-30,United States,Zach Bryan,14M,327845,/artist?id=1705209,38,"May 26, 2022",23,5
116,144,United States,Freddie Gibbs,3.4M,326233,/artist?id=3552,38,"Jul 8, 2021",33,4
117,-22,United States,OneRepublic,48M,324620,/artist?id=2796,3,"May 28, 2020",67,20
118,0,Argentina,Floricienta,1.5M,323656,/artist?id=550283,118,"Sep 29, 2022",1,1
119,97,United States,Kinneret,1.8M,320108,/artist?id=1536052,96,"Oct 1, 2020",7,3
120,-42,Austria,Yung Hurn,1.6M,316751,/artist?id=215601,78,"Sep 22, 2022",6,2
121,-35,Colombia,Manuel Turizo,37M,315444,/artist?id=289729,13,"Aug 25, 2022",59,16
122,-3,Korea,Mudd the student,933K,313316,/artist?id=5610594,62,"Sep 8, 2022",4,4
123,-62,Unknown,ONIMXRU,4.3M,311550,/artist?id=9268742,61,"Sep 22, 2022",6,6
124,0,Australia,5 Seconds of Summer,20M,310661,/artist?id=4477,9,"Feb 13, 2020",38,1
125,0,Germany,Mougleta,1.9M,310562,/artist?id=560743,125,"Sep 29, 2022",8,1
126,196,India,Rakshita Suresh,1.3M,310407,/artist?id=1583918,126,"Sep 29, 2022",8,3
127,6,India,A.R. Rahman,26M,309814,/artist?id=117789,78,"Aug 18, 2022",75,11
128,-83,Armenia,Rosa Linn,20M,309734,/artist?id=7024208,6,"Aug 25, 2022",16,14
129,-49,United States,Natalie Jane,2.8M,308954,/artist?id=4862158,80,"Sep 22, 2022",7,3
130,283,United States,Noah Kahan,8.2M,305233,/artist?id=299283,54,"Jul 21, 2022",31,2
131,219,Germany,Phlocalyst,1.8M,300876,/artist?id=890393,131,"Sep 29, 2022",17,3
132,30,United Kingdom,Fred again..,13M,300039,/artist?id=1431422,33,"Aug 4, 2022",38,2
133,0,Puerto Rico,Kany García,7.4M,299619,/artist?id=207060,45,"Jun 11, 2020",16,1
134,-69,Korea,Balming Tiger,909K,299148,/artist?id=1112190,65,"Sep 22, 2022",4,4
135,0,Brazil,Mc Carol,578K,298774,/artist?id=208822,135,"Sep 29, 2022",5,1
136,0,United States,Diane Warren,444K,298441,/artist?id=205892,45,"Jul 22, 2021",7,1
137,-62,United States,Beach Weather,11M,296105,/artist?id=515660,54,"Jul 14, 2022",15,7
138,27,Korea,ZICO,2.3M,295709,/artist?id=206545,24,"Jan 30, 2020",15,3
139,27,Puerto Rico,paopao,1.4M,294213,/artist?id=5377972,139,"Sep 29, 2022",6,2
140,69,India,Sahithi Chaganti,1.8M,289728,/artist?id=838833,93,"Sep 15, 2022",10,4
141,-18,Brazil,Mc Piedro,1.4M,289426,/artist?id=1341746,75,"Sep 15, 2022",5,3
142,21,United States,Akon,22M,286579,/artist?id=2007,21,"Jun 3, 2021",47,8
143,-101,United States,G Herbo,6.4M,285921,/artist?id=214389,24,"Sep 15, 2022",35,3
144,-31,Argentina,Alan Gomez,5.7M,283228,/artist?id=658662,113,"Sep 22, 2022",22,3
145,-119,United States,Yung Bleu,5.9M,282238,/artist?id=253877,14,"Oct 29, 2020",32,3
146,53,Australia,Dean Lewis,18M,281635,/artist?id=210947,11,"Jul 14, 2022",25,4
147,211,Unknown,xxtristanxo,5.5M,280862,/artist?id=6957550,103,"Sep 15, 2022",8,3
148,6,United Kingdom,Seafret,13M,278411,/artist?id=4945,27,"Aug 25, 2022",21,17
149,0,Nigeria,Tiwa Savage,2.7M,278159,/artist?id=4686,32,"Sep 3, 2020",15,1
150,0,South Africa,Major League Djz,1.5M,275823,/artist?id=623046,150,"Sep 29, 2022",1,1
151,63,Sweden,Thrife,646K,275483,/artist?id=763324,151,"Sep 29, 2022",4,3
152,-146,Unknown,Maldy,9.1M,272558,/artist?id=318532,3,"Sep 1, 2022",5,5
153,-37,United States,Cordae,7.3M,271822,/artist?id=1031957,22,"Sep 3, 2020",29,2
154,-36,Colombia,Totoy El Frio,2.5M,271284,/artist?id=558724,23,"May 20, 2021",20,4
155,412,United States,Ms Krazie,1M,267325,/artist?id=96799,155,"Sep 29, 2022",2,2
156,-8,Unknown,MUPP,5.6M,267007,/artist?id=4071156,138,"Jun 30, 2022",17,17
157,149,Unknown,Shubh,8.7M,266085,/artist?id=7124674,151,"Jun 16, 2022",24,3
158,-13,Canada,Crash Adams,1.5M,265574,/artist?id=1469309,145,"Sep 22, 2022",9,9
159,0,United States,Hit-Boy,3.7M,265457,/artist?id=451324,45,"Nov 4, 2021",28,1
160,0,Germany,89ers,823K,265077,/artist?id=192988,160,"Sep 29, 2022",1,1
161,-39,India,Amitabh Bhattacharya,19M,261203,/artist?id=172987,17,"Aug 4, 2022",24,3
162,0,United Kingdom,SG Lewis,4.6M,259791,/artist?id=5273,37,"Jun 25, 2020",31,1
163,0,South Africa,DJ Maphorisa,1.5M,258961,/artist?id=55036,163,"Sep 29, 2022",4,1
164,54,Mexico,Codiciado,6.5M,257956,/artist?id=8432256,164,"Sep 29, 2022",11,4
165,0,Spain,Louis Amoeba,315K,257216,/artist?id=869463,165,"Sep 29, 2022",1,1
166,10,United States,Sadfriendd,5.9M,256139,/artist?id=3300624,115,"Jun 30, 2022",17,17
167,-59,Unknown,Mau P,3.9M,255751,/artist?id=9580779,66,"Sep 15, 2022",5,5
168,-72,France,Gesaffelstein,18M,255447,/artist?id=208032,47,"Aug 4, 2022",40,20
169,651,United Kingdom,Franz Ferdinand,6.9M,254737,/artist?id=1794,169,"Sep 29, 2022",8,2
170,0,Korea,ONEUS,682K,253010,/artist?id=1358322,170,"Sep 29, 2022",3,1
171,0,United States,Ovi,7M,251068,/artist?id=1452881,132,"Apr 8, 2021",32,1
172,14,Brazil,Dj GM,3.7M,248056,/artist?id=3409693,36,"Nov 12, 2020",9,2
173,-26,United States,Hitkidd,2.1M,246930,/artist?id=1787087,147,"Sep 22, 2022",14,6
174,14,Mexico,MYA,3M,246021,/artist?id=729105,22,"Jul 8, 2021",15,4
175,98,Brazil,Kevi Jonny,2.5M,244809,/artist?id=238787,175,"Sep 29, 2022",2,2
176,-51,Unknown,Dxrk ダーク,7.2M,244156,/artist?id=6405704,43,"May 5, 2022",22,10
177,0,India,Ramya Behra,2.6M,244064,/artist?id=428250,159,"Sep 8, 2022",9,8
178,-112,Australia,Tame Impala,23M,243127,/artist?id=3315,13,"Feb 20, 2020",49,4
179,0,Unknown,Tenno,801K,241533,/artist?id=1470865,179,"Sep 29, 2022",11,1
180,-1,Colombia,Kali Uchis,27M,241190,/artist?id=99202,1,"Mar 4, 2021",49,4
181,-43,United States,Kylie Morgan,2.5M,241001,/artist?id=847664,83,"May 7, 2020",9,2
182,-118,Korea,Omega Sapien,889K,240690,/artist?id=1341714,64,"Sep 22, 2022",4,4
183,562,United Kingdom,Keane,15M,240613,/artist?id=1807,183,"Sep 29, 2022",28,12
184,450,Greece,Drips Zacheer,381K,239530,/artist?id=778223,184,"Sep 29, 2022",3,2
185,0,United States,Joy Oladokun,4.2M,238409,/artist?id=627994,140,"Jan 27, 2022",17,1
186,57,Unknown,SICK CVNT,4.7M,238376,/artist?id=9454524,186,"Sep 29, 2022",11,11
187,-63,Italy,Lazza,6.5M,237138,/artist?id=469157,124,"Sep 22, 2022",23,2
188,180,India,Tulsi Kumar,11M,236552,/artist?id=35325,89,"Jun 2, 2022",37,3
189,0,United States,CEO Trayle,860K,235352,/artist?id=894816,189,"Sep 29, 2022",6,1
190,0,United States,Parker McCollum,4.7M,234820,/artist?id=41613,190,"Sep 29, 2022",15,1
191,83,Unknown,HARDSTYLE BRAH,740K,234692,/artist?id=9439820,73,"Aug 11, 2022",5,4
192,0,Unknown,No Spirit,1.5M,233648,/artist?id=1424793,48,"Apr 16, 2020",18,1
193,0,India,TUSHAR JOSHI,2M,232774,/artist?id=648751,193,"Sep 29, 2022",1,1
194,-53,Pakistan,Atif Aslam,15M,232464,/artist?id=182016,141,"Sep 22, 2022",33,5
195,0,Korea,SOLE,398K,231688,/artist?id=776223,195,"Sep 29, 2022",1,1
196,0,Unknown,Ananya Chakraborty,136K,228063,/artist?id=5653773,196,"Sep 29, 2022",1,1
197,0,United Kingdom,D-Block Europe,4.6M,227985,/artist?id=660193,146,"Oct 15, 2020",26,1
198,52,India,Armaan Malik,14M,225111,/artist?id=318145,105,"May 26, 2022",44,3
199,506,Indonesia,Hindia,4.9M,224907,/artist?id=1359481,138,"Jan 30, 2020",8,2
200,0,United States,Quinn XCII,4.6M,223742,/artist?id=214809,71,"Apr 9, 2020",32,1
201,0,Philippines,Dpsht,1.1M,223490,/artist?id=3590761,201,"Sep 29, 2022",5,1
202,0,Canada,bbno$,9.9M,222407,/artist?id=558374,41,"Sep 30, 2021",28,1
203,552,Unknown,zetuv,125K,222402,/artist?id=8168579,203,"Sep 29, 2022",2,2
204,-23,India,S.P.Charan,4.2M,221929,/artist?id=80291,181,"Sep 22, 2022",7,3
205,760,Unknown,The Citizens of Halloween,496K,221027,/artist?id=74972,11,"Nov 5, 2020",20,3
206,-31,Canada,Jonita Gandhi,11M,220709,/artist?id=6649,74,"Aug 18, 2022",42,7
207,0,United States,The Smashing Pumpkins,10M,220541,/artist?id=762,207,"Sep 29, 2022",20,1
208,0,Canada,JP Saxe,7.8M,219252,/artist?id=572217,29,"Jan 23, 2020",35,1
209,0,United States,Kelsea Ballerini,10M,218908,/artist?id=5018,37,"Jun 24, 2021",24,1
210,35,United States,Kenny Beats,4.7M,218907,/artist?id=924288,92,"Feb 13, 2020",29,4
211,0,India,Salman Khan,1.5M,218220,/artist?id=641334,211,"Sep 29, 2022",3,1
212,-141,Unknown,Joey Valence & Brae,1.2M,217383,/artist?id=9663141,71,"Sep 22, 2022",2,2
213,105,India,Udit Narayan,16M,217054,/artist?id=211735,153,"Oct 1, 2020",41,2
214,38,India,Thaman S,10M,217020,/artist?id=146931,214,"Sep 29, 2022",22,4
215,-100,Germany,Schmyt,1.2M,216724,/artist?id=3565842,95,"Sep 15, 2022",10,3
216,-86,Puerto Rico,Lyanno,14M,216549,/artist?id=643560,14,"Aug 25, 2022",40,9
217,-25,Unknown,Oldilla,2.6M,216314,/artist?id=6828795,192,"Sep 22, 2022",5,4
218,648,Unknown,Dybbukk,5M,216133,/artist?id=6319288,218,"Sep 29, 2022",17,3
219,129,Unknown,MoonDeity,5.7M,215811,/artist?id=8292304,159,"Jun 23, 2022",17,17
220,0,Brazil,Vintage Culture,7.4M,214886,/artist?id=140086,85,"Aug 20, 2020",41,1
221,-31,Brazil,Thiago Brava,1.7M,214703,/artist?id=4411,190,"Sep 22, 2022",27,3
222,0,India,Sinduri Vishal,1.9M,214151,/artist?id=525035,168,"Aug 18, 2022",9,1
223,-34,Unknown,Gabb MC,5.9M,213718,/artist?id=4215036,155,"Sep 15, 2022",7,3
224,118,Spain,DELLAFUENTE,2M,213619,/artist?id=217521,184,"Jun 18, 2020",8,2
225,0,Unknown,CHOI YOOJUNG,72K,212770,/artist?id=7604369,225,"Sep 29, 2022",1,1
226,5,India,Akhil Sachdeva,4.5M,212648,/artist?id=1232218,226,"Sep 29, 2022",7,7
227,0,Ukraine,KLIM,509K,212616,/artist?id=691629,227,"Sep 29, 2022",7,1
228,38,Mexico,Christian Nodal,20M,212095,/artist?id=40359,11,"Apr 29, 2021",55,4
229,0,France,Kalash,2.4M,211489,/artist?id=208625,229,"Sep 29, 2022",5,1
230,-43,Brazil,MC Lemos,2.1M,211355,/artist?id=3361330,168,"Sep 15, 2022",14,3
231,-6,Brazil,Love Funk,4.8M,210474,/artist?id=1712887,143,"Mar 26, 2020",15,3
232,251,Turkey,Ayda,974K,210181,/artist?id=1118676,232,"Sep 29, 2022",3,3
233,0,United Kingdom,Tears For Fears,16M,208920,/artist?id=438,54,"Jun 9, 2022",38,1
234,104,India,Darshan Raval,11M,208904,/artist?id=148105,97,"Aug 26, 2021",36,2
235,0,Unknown,Caslow,159K,208051,/artist?id=1782628,235,"Sep 29, 2022",1,1
236,179,United States,Bon Iver,13M,207975,/artist?id=3000,10,"Dec 17, 2020",44,4
237,0,Germany,badmómzjay,2.9M,205227,/artist?id=1622573,116,"Apr 16, 2020",31,1
238,1,India,Jeet Gannguli,7.3M,204562,/artist?id=178284,238,"Sep 29, 2022",15,5
239,-82,Unknown,Hiko,7.5M,202930,/artist?id=3618255,123,"Jun 2, 2022",19,4
240,-5,Brazil,Mc Lipi,3.3M,202641,/artist?id=719835,161,"Jan 21, 2021",19,4
241,-127,Puerto Rico,Brray,13M,202637,/artist?id=219440,10,"Aug 18, 2022",43,9
242,288,Unknown,NAJA,659K,202311,/artist?id=4926237,242,"Sep 29, 2022",2,2
243,-59,United States,Lil Mabu,3M,202249,/artist?id=1708516,154,"Sep 15, 2022",10,7
244,551,Greece,Moderator,1M,202020,/artist?id=455514,244,"Sep 29, 2022",6,2
245,0,Germany,Luciano,7.9M,201859,/artist?id=209090,90,"May 12, 2022",38,1
246,0,Unknown,RAT BOY,778K,201734,/artist?id=157250,246,"Sep 29, 2022",2,1
247,-105,Canada,Jessie Reyez,14M,201719,/artist?id=208137,81,"Apr 2, 2020",21,2
248,103,India,Chinmayi,12M,201439,/artist?id=271028,248,"Sep 29, 2022",10,3
249,60,India,Sachin-Jigar,15M,200804,/artist?id=117414,198,"Nov 11, 2021",41,5
250,161,India,Sonu Nigam,14M,200527,/artist?id=108808,101,"Jun 2, 2022",35,2
251,138,Unknown,CREEPYMANE,309K,200101,/artist?id=4275380,251,"Sep 29, 2022",2,2
252,121,United States,Ashe,10M,199820,/artist?id=213758,10,"Feb 27, 2020",44,4
253,102,United States,Al James,1.9M,199565,/artist?id=716752,253,"Sep 29, 2022",6,2
254,4,Netherlands,Lofi Fruits Music,2.3M,199201,/artist?id=4177613,57,"Feb 4, 2021",11,3
255,0,United States,Christopher Jackson,3.3M,198166,/artist?id=3334,48,"Jul 16, 2020",9,1
256,146,Argentina,Callejero Fino,8.1M,196924,/artist?id=3531526,251,"Nov 25, 2021",21,10
257,730,United States,Alex G,4.5M,196703,/artist?id=433364,257,"Sep 29, 2022",8,3
258,427,Canada,New West,14M,196225,/artist?id=1475300,242,"Jul 14, 2022",10,2
259,9,Unknown,Äyanna,264K,196215,/artist?id=3343898,259,"Sep 29, 2022",2,2
260,0,Unknown,Oaty.,558K,196139,/artist?id=3723340,260,"Sep 29, 2022",9,1
261,-118,Ireland,Dermot Kennedy,14M,195335,/artist?id=206846,12,"Jan 14, 2021",42,4
262,455,Unknown,Buy Now,406K,194016,/artist?id=527165,262,"Sep 29, 2022",2,2
263,0,United States,Maya Hawke,728K,193890,/artist?id=1694947,256,"Jul 7, 2022",6,1
264,0,United Kingdom,Naughty Boy,4M,193255,/artist?id=2515,264,"Sep 29, 2022",9,1
265,-96,India,Vishal-Shekhar,20M,192529,/artist?id=211724,85,"Jun 9, 2022",54,7
266,22,United States,RALAN STYLES,727K,192122,/artist?id=4442721,266,"Sep 29, 2022",3,3
267,0,United States,Q,2.8M,191703,/artist?id=1487702,267,"Sep 29, 2022",11,1
268,304,Spain,Hoke,344K,191667,/artist?id=5243966,268,"Sep 29, 2022",2,2
269,2,Unknown,framed,2.5M,190951,/artist?id=5420830,218,"Sep 23, 2021",25,3
270,-88,Unknown,SXMPRA,4.8M,190621,/artist?id=3810973,130,"Sep 15, 2022",14,6
271,-219,United States,PnB Rock,5.2M,190187,/artist?id=132691,19,"Sep 15, 2022",18,3
272,-52,Korea,Yoon Mirae,1.4M,189291,/artist?id=82790,115,"Sep 15, 2022",8,3
273,-204,Mexico,Peso Pluma,29M,189026,/artist?id=4251908,31,"Aug 25, 2022",11,6
274,259,India,Roop Kumar Rathod,7.1M,188799,/artist?id=9298,274,"Sep 29, 2022",13,2
275,-105,Colombia,Juanes,17M,188510,/artist?id=1341,105,"Sep 8, 2022",31,4
276,661,Mexico,Luis Mexia,5.9M,188402,/artist?id=3688135,34,"Aug 4, 2022",10,4
277,0,Germany,Milky Chance,12M,187631,/artist?id=4566,51,"May 7, 2020",37,1
278,23,Unknown,Xantesha,4.1M,186548,/artist?id=9331094,119,"Aug 25, 2022",10,10
279,-181,United States,Kris Floyd,410K,186356,/artist?id=1406019,48,"Sep 8, 2022",9,4
280,-39,Brazil,Mc Lele JP,2.8M,184828,/artist?id=1634254,26,"Jan 28, 2021",16,3
