Rank,Change,Country,Artist,Monthly Listeners,Weekly Listeners Change,Internal Link,Peak Position,Peak Date,Weeks on Chart,Current Weekly Streak
71,0,United States,Takeoff,9.7M,520607,/artist?id=491984,64,"Sep 10, 2020",7,1
72,0,Canada,4*TOWN (From Disney and Pixar’s Turning Red),1.8M,512008,/artist?id=8553318,72,"Mar 17, 2022",1,1
73,-28,Brazil,Budah,1.6M,508980,/artist?id=835571,23,"Mar 3, 2022",4,3
74,-27,Unknown,Caio Luccas,3.6M,505139,/artist?id=3989566,26,"Mar 3, 2022",6,3
75,0,Canada,deadmau5,6.5M,498023,/artist?id=2975,75,"Mar 17, 2022",17,1
76,7,Colombia,Beéle,8.2M,491792,/artist?id=1660888,39,"Apr 30, 2020",38,4
77,-33,Brazil,Borges,3.7M,491641,/artist?id=3703019,29,"Mar 3, 2022",9,4
78,-15,India,Sanjay Leela Bhansali,5.7M,489527,/artist?id=547859,63,"Mar 10, 2022",7,4
79,16,Brazil,Davi Kneip,2.5M,489236,/artist?id=1595539,79,"Mar 17, 2022",3,3
80,2,Brazil,MC G15,4.4M,486738,/artist?id=215558,17,"Mar 3, 2022",10,3
81,-65,United States,Lil Wayne,33M,468276,/artist?id=1465,3,"Jan 13, 2022",49,5
82,29,Brazil,Dj Gabriel do Borel,2.6M,462711,/artist?id=1408159,82,"Mar 17, 2022",6,3
83,0,United States,Kaskade,6.5M,462653,/artist?id=1447,83,"Mar 17, 2022",14,1
84,39,France,Daft Punk,20M,461080,/artist?id=170,5,"Mar 4, 2021",31,4
85,-49,Unknown,La Pantera,2.7M,459789,/artist?id=4143293,19,"Feb 24, 2022",8,8
86,21,Mexico,Maná,16M,458166,/artist?id=304,86,"Mar 17, 2022",25,3
87,441,United States,B-Lovee,1.3M,455403,/artist?id=3874533,87,"Mar 17, 2022",5,2
88,-45,Unknown,Juseph,3.1M,452584,/artist?id=4270537,24,"Feb 17, 2022",8,8
89,406,United States,Morgan Wallen,24M,451751,/artist?id=212715,32,"Jan 14, 2021",38,2
90,197,Unknown,Mike Dimes,2.6M,445507,/artist?id=3952590,90,"Mar 17, 2022",11,2
91,-50,United Kingdom,Dakota,3.3M,445505,/artist?id=193810,33,"Mar 3, 2022",3,3
92,-12,Spain,C. Tangana,9.8M,445392,/artist?id=214141,16,"Nov 19, 2020",38,5
93,0,United States,Pia Mia,3M,445278,/artist?id=4779,93,"Mar 17, 2022",11,1
94,43,Canada,Jonita Gandhi,11M,443034,/artist?id=6649,84,"Feb 24, 2022",25,5
95,-38,Mexico,Christian Nodal,20M,437248,/artist?id=40359,11,"Apr 29, 2021",46,6
96,0,Unknown,Shubh,0,434101,/artist?id=8637804,96,"Mar 17, 2022",1,1
97,-30,Brazil,Teto,6.2M,431253,/artist?id=3642054,40,"Oct 7, 2021",21,3
98,448,Jamaica,Sean Paul,30M,430930,/artist?id=1207,29,"Apr 29, 2021",56,2
99,-27,Brazil,PEDRO SAMPAIO,7.3M,429037,/artist?id=1151187,36,"Mar 3, 2022",38,6
100,176,United Kingdom,Tion Wayne,8.2M,428582,/artist?id=514346,10,"May 20, 2021",31,2
101,-43,United States,Madonna,25M,420384,/artist?id=27,58,"Mar 10, 2022",51,6
102,0,United States,Rich The Kid,8.4M,411171,/artist?id=38781,35,"Oct 7, 2021",28,1
103,0,France,Aya Nakamura,8.7M,410012,/artist?id=480386,16,"Aug 20, 2020",28,1
104,0,United States,The Black Keys,8.1M,401604,/artist?id=1482,67,"Apr 22, 2021",18,1
105,0,United States,Lil Durk,20M,398950,/artist?id=4449,2,"Aug 20, 2020",38,1
106,-15,France,Freeze corleone,2.5M,394588,/artist?id=742725,91,"Mar 10, 2022",12,3
107,6,United States,JVKE,28M,393654,/artist?id=3891033,23,"Jan 14, 2021",29,8
108,7,Sweden,KIDDO,6M,388629,/artist?id=745449,15,"Jan 14, 2021",36,4
109,172,Unknown,Jazzy,1.3M,386315,/artist?id=8216678,109,"Mar 17, 2022",10,10
110,-4,Brazil,BIN,4.6M,384575,/artist?id=1028569,66,"Mar 3, 2022",18,3
111,-6,Colombia,DEKKO,4.6M,383956,/artist?id=1617114,74,"Mar 3, 2022",15,11
112,19,Chile,Standly,13M,382374,/artist?id=3744643,112,"Mar 17, 2022",13,11
113,-54,United States,Michael Giacchino,5.4M,380162,/artist?id=1463,59,"Mar 10, 2022",14,2
114,-63,United States,Adriel Favela,5.7M,371958,/artist?id=32168,51,"Mar 10, 2022",13,5
115,-27,Unknown,Salve Malak,5.2M,371102,/artist?id=3607099,54,"Jul 1, 2021",10,3
116,8,Puerto Rico,vf7,720K,369462,/artist?id=1734926,98,"Mar 18, 2021",15,3
117,-41,France,ASHE 22,2M,367869,/artist?id=1458713,76,"Mar 10, 2022",7,3
118,-66,United Kingdom,TSHA,2M,366508,/artist?id=1145552,52,"Mar 10, 2022",12,2
119,0,Mexico,Bruses,1.5M,365198,/artist?id=543551,94,"Sep 16, 2021",9,1
120,53,Puerto Rico,Daddy Yankee,50M,362212,/artist?id=1802,23,"Sep 17, 2020",41,6
121,0,United States,Russ,15M,361885,/artist?id=130214,1,"Dec 31, 2020",31,1
122,0,Korea,SUNMI,2.4M,359458,/artist?id=729170,102,"Jul 16, 2020",13,1
123,46,Unknown,The FaNaTiX,412K,357128,/artist?id=1366538,123,"Mar 17, 2022",2,2
124,0,Israel,Static & Ben El,948K,350061,/artist?id=443163,55,"Jan 16, 2020",15,1
125,0,Netherlands,Shermanology,1.7M,349861,/artist?id=214544,125,"Mar 17, 2022",4,1
126,-18,United States,Pineapple StormTv,5.9M,349097,/artist?id=716512,61,"Jul 1, 2021",14,3
127,0,Unknown,Dipti,0,348792,/artist?id=4182104,127,"Mar 17, 2022",2,1
128,-59,United States,YoungBoy Never Broke Again,18M,347446,/artist?id=215373,3,"Jul 8, 2021",37,2
129,-83,Unknown,Ryugan,11,346549,/artist?id=8559508,46,"Mar 10, 2022",2,2
130,110,Germany,t-low,2.8M,345742,/artist?id=839791,130,"Mar 17, 2022",13,2
131,0,Unknown,Eli Derby,160K,345310,/artist?id=4079308,131,"Mar 17, 2022",1,1
132,65,Brazil,Filipe Ret,7M,344073,/artist?id=443718,93,"Jul 23, 2020",25,3
133,84,India,Anirudh Ravichander,13M,343459,/artist?id=148042,133,"Mar 17, 2022",19,4
134,0,India,Prithvi,836K,342505,/artist?id=3694222,134,"Mar 17, 2022",4,1
135,124,Sweden,Klara Hammarström,409K,341342,/artist?id=1633795,135,"Mar 17, 2022",5,3
136,236,Mexico,Luis R Conriquez,15M,340704,/artist?id=890339,136,"Mar 17, 2022",14,4
137,62,Brazil,Öwnboss,7.1M,333086,/artist?id=651922,123,"Mar 3, 2022",14,14
138,117,Unknown,Anders Bagge,90K,327479,/artist?id=478522,138,"Mar 17, 2022",2,2
139,0,United Kingdom,Shygirl,1.7M,327083,/artist?id=612716,93,"Sep 9, 2021",8,1
140,0,Unknown,Melatone,303K,322618,/artist?id=4039888,140,"Mar 17, 2022",1,1
141,13,United Kingdom,Moelogo,312K,322269,/artist?id=63553,141,"Mar 17, 2022",2,2
142,241,Unknown,Grayson Villanueva,1.8M,319506,/artist?id=8553319,142,"Mar 17, 2022",2,2
143,4,Unknown,Elli Eli,43K,318675,/artist?id=8111017,143,"Mar 17, 2022",4,4
144,22,Unknown,Hunxho,1M,316310,/artist?id=3844316,130,"Mar 3, 2022",5,4
145,-83,United States,Selena Gomez,59M,313732,/artist?id=3168,3,"Feb 11, 2021",40,5
146,-118,Belgium,Stromae,11M,313137,/artist?id=3593,14,"Oct 21, 2021",35,2
147,45,Brazil,Arthur Aguiar,151K,311472,/artist?id=192126,147,"Mar 17, 2022",4,4
148,123,Unknown,DJ F7,561K,309859,/artist?id=4475565,148,"Mar 17, 2022",6,5
149,136,Sweden,Medina,641K,309477,/artist?id=256320,149,"Mar 17, 2022",3,3
150,-10,Puerto Rico,Randy,5.7M,304303,/artist?id=215035,37,"Dec 24, 2020",28,4
151,0,Germany,Milky Chance,12M,304264,/artist?id=4566,51,"May 7, 2020",25,1
152,32,Unknown,Miksu / Macloud,5.8M,300930,/artist?id=1721538,45,"Jul 2, 2020",22,3
153,-100,Brazil,Topo La Maskara,1.5M,300348,/artist?id=804751,53,"Mar 10, 2022",11,6
154,-29,Spain,Beny Jr,4.4M,299233,/artist?id=3376331,102,"Mar 3, 2022",11,3
155,-66,United Kingdom,Sting,10M,292930,/artist?id=248,39,"Mar 3, 2022",27,3
156,106,United States,Dylan Conrique,1.9M,290080,/artist?id=1026452,156,"Mar 17, 2022",6,6
157,-11,Unknown,Jessie Murph,4.5M,289971,/artist?id=4184989,106,"Oct 7, 2021",16,4
158,54,United States,David Kushner,3.8M,289906,/artist?id=3917158,34,"Jan 13, 2022",6,2
159,-31,United Kingdom,Mimi Webb,8M,289405,/artist?id=778014,22,"Apr 22, 2021",22,4
160,14,United Kingdom,Idris Elba,1.3M,288058,/artist?id=19694,160,"Mar 17, 2022",9,2
161,0,United States,BRELAND,3.2M,285475,/artist?id=1644133,46,"Aug 12, 2021",23,1
162,0,United States,Marshmello,54M,284419,/artist?id=3907,4,"Jul 16, 2020",33,1
163,98,Unknown,RealestK,4.5M,283860,/artist?id=4108562,19,"Oct 21, 2021",9,4
164,-109,United States,Khalid,53M,283424,/artist?id=209693,10,"Apr 1, 2021",34,2
165,0,Netherlands,ZieZie,1.2M,283279,/artist?id=711858,165,"Mar 17, 2022",3,1
166,112,Unknown,BYOR,9.4M,283075,/artist?id=37180,166,"Mar 17, 2022",6,4
167,20,Chile,El Barto,2.8M,282420,/artist?id=1634181,149,"Mar 3, 2022",11,11
168,-98,Australia,5 Seconds of Summer,20M,282045,/artist?id=4477,9,"Feb 13, 2020",24,2
169,0,Iceland,Ólafur Arnalds,3.6M,281290,/artist?id=2996,107,"Mar 12, 2020",24,1
170,-37,Spain,Morad,7.8M,281067,/artist?id=1428885,108,"Jul 1, 2021",36,3
171,-3,Nigeria,Davido,5.1M,280697,/artist?id=4723,21,"Apr 30, 2020",16,2
172,34,Germany,Madism,6.4M,279633,/artist?id=1130860,102,"Aug 27, 2020",28,2
173,54,Brazil,Alok,23M,279518,/artist?id=29578,34,"Oct 21, 2021",52,4
174,40,Brazil,Sevek,6.2M,278997,/artist?id=745255,140,"Feb 24, 2022",13,11
175,64,Unknown,Belters Only,1.7M,277712,/artist?id=6330041,175,"Mar 17, 2022",10,10
176,-56,United States,Yeat,11M,277539,/artist?id=1022448,47,"Feb 24, 2022",15,10
177,107,Cuba,Pitbull,33M,277216,/artist?id=1896,24,"Jan 7, 2021",56,6
178,1,United States,Abe Parker,1.8M,274994,/artist?id=742317,112,"Mar 3, 2022",7,7
179,63,Unknown,Plant Guy,365K,274297,/artist?id=8455600,179,"Mar 17, 2022",2,2
180,13,Unknown,Archana,529K,271925,/artist?id=707140,180,"Mar 17, 2022",4,4
181,29,United States,MKJ,2.1M,270628,/artist?id=180186,181,"Mar 17, 2022",18,2
182,662,Sweden,Ghost,8.9M,270544,/artist?id=95892,182,"Mar 17, 2022",8,2
183,0,Romania,INNA,7.5M,269868,/artist?id=3295,37,"May 13, 2021",28,1
184,300,United Kingdom,A1 x J1,3.5M,268391,/artist?id=4226786,102,"Mar 18, 2021",18,2
185,-37,Italy,Baby Gang,4.7M,267182,/artist?id=3490380,148,"Mar 10, 2022",6,3
186,0,United States,IAmChino,2.3M,266117,/artist?id=43565,53,"Mar 18, 2021",13,1
187,0,Netherlands,Armin van Buuren,14M,266005,/artist?id=1408,67,"Mar 4, 2021",23,1
188,-29,United States,Jon Pardi,7.9M,264226,/artist?id=4510,159,"Mar 10, 2022",20,2
189,0,Korea,Jay Park,4.1M,264100,/artist?id=4146,94,"Apr 1, 2021",10,1
190,-76,Brazil,Marina Sena,2.9M,263659,/artist?id=1289912,48,"Mar 3, 2022",9,3
191,0,Unknown,offwire,25,263653,/artist?id=8625599,191,"Mar 17, 2022",1,1
192,-75,Brazil,MC Rogerinho,6.1M,263216,/artist?id=1658214,34,"Mar 3, 2022",28,4
193,386,Unknown,Dj Méury,50K,263033,/artist?id=4277392,143,"Feb 24, 2022",4,4
194,0,United States,Rexx Life Raj,1.1M,262744,/artist?id=198688,132,"Aug 13, 2020",6,1
195,0,United States,Justin Quiles,20M,261426,/artist?id=73910,27,"May 14, 2020",53,1
196,0,United Kingdom,Aitch,8.3M,260776,/artist?id=828207,139,"Mar 12, 2020",26,1
197,124,Unknown,Trinix Remix,1.4M,260769,/artist?id=8333937,197,"Mar 17, 2022",4,4
198,173,United Kingdom,Years & Years,8.4M,260463,/artist?id=3782,60,"Apr 15, 2021",39,4
199,265,Indonesia,Rizky Febian,3.7M,256662,/artist?id=139373,199,"Mar 17, 2022",13,2
200,-68,Canada,Ruth B.,21M,256359,/artist?id=5450,70,"Feb 17, 2022",51,11
201,769,India,Amaal Mallik,11M,256193,/artist?id=211731,198,"Apr 1, 2021",20,3
202,666,United Kingdom,Tourist,1.5M,255944,/artist?id=4726,202,"Mar 17, 2022",4,2
203,719,Unknown,Zachi,2M,255832,/artist?id=5226841,193,"Jul 8, 2021",12,2
204,204,Algeria,Soolking,5.9M,255129,/artist?id=216930,58,"Mar 26, 2020",21,3
205,0,United Kingdom,YUNGBLUD,7.1M,254478,/artist?id=558951,20,"Mar 18, 2021",27,1
206,0,Unknown,XXKATUSJINSUX,0,253283,/artist?id=8638719,206,"Mar 17, 2022",1,1
207,-103,United States,SYML,13M,252856,/artist?id=207436,104,"Mar 10, 2022",24,2
208,135,Brazil,Mc Frog,2.2M,252806,/artist?id=1022868,163,"Sep 30, 2021",20,3
209,-7,United States,iayze,831K,251740,/artist?id=4122664,202,"Mar 10, 2022",4,4
210,89,India,Neeti Mohan,12M,251290,/artist?id=227413,168,"Nov 11, 2021",23,4
211,-29,United States,Los Gemelos De Sinaloa,5.4M,250941,/artist?id=839090,182,"Mar 10, 2022",4,3
212,-82,Puerto Rico,Bad Bunny,65M,249870,/artist?id=214945,3,"Mar 12, 2020",44,6
213,-28,Canada,Sickick,5.6M,248332,/artist?id=286851,185,"Mar 10, 2022",15,2
214,-58,Italy,Rondodasosa,4.1M,247991,/artist?id=3517861,152,"Jul 15, 2021",19,3
215,155,Sweden,Galantis,15M,245755,/artist?id=4588,8,"Jun 10, 2021",50,3
216,-21,Netherlands,S10,914K,244998,/artist?id=771961,195,"Mar 10, 2022",7,2
217,-91,United Kingdom,YV,1.5M,243717,/artist?id=377122,126,"Mar 10, 2022",5,5
218,0,United States,XXXTENTACION,36M,241913,/artist?id=74419,36,"Feb 3, 2022",35,1
219,33,Unknown,Masove,4.4M,241597,/artist?id=4490853,219,"Mar 17, 2022",9,3
220,86,Unknown,Big Cvyu,1.1M,240896,/artist?id=8230934,220,"Mar 17, 2022",5,5
221,327,India,Pritam,28M,240431,/artist?id=127583,115,"Oct 1, 2020",53,4
222,0,United Kingdom,Hot Since 82,656K,239713,/artist?id=29540,222,"Mar 17, 2022",4,1
223,-121,Unknown,MC Taisinha,4.2K,239176,/artist?id=8400872,102,"Mar 10, 2022",3,3
224,-47,United States,Grupo Los de la O,6.1M,238862,/artist?id=1431644,158,"Mar 3, 2022",11,10
225,0,United States,Boyce Avenue,4.4M,237527,/artist?id=3367,137,"Sep 9, 2021",17,1
226,0,United States,Nightly,878K,237032,/artist?id=208725,226,"Mar 17, 2022",4,1
227,-27,Venezuela,Danny Ocean,19M,235754,/artist?id=214292,138,"Aug 5, 2021",35,5
228,-138,United States,Kareen Lomax,1.1M,234697,/artist?id=389151,29,"Oct 7, 2021",24,2
229,0,Unknown,Eldrelder,685K,234122,/artist?id=8181411,229,"Mar 17, 2022",1,1
230,670,India,Arijit Singh,30M,233892,/artist?id=303406,121,"Oct 8, 2020",63,4
231,0,Unknown,Sped Demon,2,231451,/artist?id=8635437,231,"Mar 17, 2022",1,1
232,34,United States,Stephen Sanchez,34M,231223,/artist?id=3763237,232,"Mar 17, 2022",5,4
233,0,Unknown,骷髅收割者,0,230445,/artist?id=8638607,233,"Mar 17, 2022",1,1
234,231,Brazil,Djay W,1.9M,229737,/artist?id=227714,227,"Mar 3, 2022",3,3
235,0,Unknown,Liilz,1.1M,229373,/artist?id=8463579,235,"Mar 17, 2022",1,1
236,-10,Unknown,Arohi,439K,228651,/artist?id=5764016,226,"Mar 10, 2022",3,2
237,214,Dominican Republic,Chimbala,4.9M,228616,/artist?id=214349,38,"Aug 5, 2021",24,3
238,-154,United States,YNW BSlime,379K,228066,/artist?id=1667275,84,"Mar 10, 2022",6,2
239,103,Germany,MERO,4.5M,227473,/artist?id=1360725,99,"Nov 5, 2020",16,2
240,0,India,Shreya Ghoshal,24M,227471,/artist?id=23385,144,"Aug 26, 2021",30,1
241,-129,Puerto Rico,Mariah Angeliq,6.9M,226695,/artist?id=1108209,9,"Apr 1, 2021",45,9
242,488,Spain,Pablo Mas,2.1M,226071,/artist?id=563886,177,"Jan 27, 2022",6,2
243,729,United Kingdom,Rachel Chinouriri,1.7M,225243,/artist?id=1021034,243,"Mar 17, 2022",6,6
244,0,United States,Deorro,7.9M,224989,/artist?id=4320,202,"Mar 26, 2020",22,1
245,-107,Unknown,MC Josh,855K,224478,/artist?id=4542096,79,"Mar 3, 2022",11,6
246,-101,United Kingdom,Mura Masa,4.5M,222895,/artist?id=4626,21,"Mar 3, 2022",11,3
247,84,Nigeria,Pheelz,3.1M,222522,/artist?id=406946,247,"Mar 17, 2022",2,2
248,32,Unknown,JC NO BEAT,703K,221214,/artist?id=3920959,248,"Mar 17, 2022",6,6
249,-133,Unknown,Ayesha Erotica,190,220018,/artist?id=8214513,116,"Mar 10, 2022",2,2
250,29,Unknown,Hero Baldwin,536K,219980,/artist?id=481653,220,"Feb 24, 2022",4,4
251,64,Canada,Tyler Shaw,1.3M,219912,/artist?id=210075,175,"May 7, 2020",15,4
252,-153,Portugal,MARO,1.1M,218658,/artist?id=1010776,99,"Mar 10, 2022",2,2
253,320,Sweden,Cazzi Opeia,119K,216407,/artist?id=93404,253,"Mar 17, 2022",3,3
254,0,Indonesia,Yura Yunita,5.7M,216152,/artist?id=8230,254,"Mar 17, 2022",10,1
255,0,Unknown,Kiko el Crazy,1.3M,214103,/artist?id=236300,105,"Nov 12, 2020",15,1
256,-52,Brazil,DJ Malicia,262K,212217,/artist?id=3723115,199,"Mar 3, 2022",3,3
257,-147,Unknown,Dj Tk,3M,210851,/artist?id=3963106,71,"Mar 3, 2022",5,5
258,0,United States,Smoke DZA,490K,210647,/artist?id=202519,245,"Sep 24, 2020",6,1
259,0,Germany,Robot Koch,822K,209984,/artist?id=3582,259,"Mar 17, 2022",1,1
260,0,Unknown,Ivylake,221K,209867,/artist?id=8575538,260,"Mar 17, 2022",1,1
261,-73,Philippines,Sam Concepcion,688K,209796,/artist?id=156524,188,"Mar 10, 2022",4,4
262,444,United States,Fly By Midnight,3.1M,208831,/artist?id=209474,262,"Mar 17, 2022",7,2
263,25,Mexico,Hijos De Barron,1.9M,208629,/artist?id=196966,263,"Mar 17, 2022",5,2
264,-53,Dominican Republic,El Alfa,17M,208526,/artist?id=181977,29,"May 14, 2020",44,5
265,0,Unknown,掘墓人,1,206514,/artist?id=8625257,265,"Mar 17, 2022",1,1
266,-239,United States,Missy Elliott,11M,206342,/artist?id=1041,27,"Mar 10, 2022",24,2
267,-109,Mexico,Peso Pluma,29M,206089,/artist?id=4251908,158,"Mar 10, 2022",4,4
268,-124,Australia,Cassian,862K,204983,/artist?id=81697,144,"Mar 10, 2022",3,2
269,402,Unknown,Ber,1.4M,204952,/artist?id=5970740,267,"Oct 28, 2021",6,2
270,96,Mexico,Marisela,3.9M,204757,/artist?id=208688,270,"Mar 17, 2022",2,2
271,0,United States,Miranda Lambert,8.7M,204432,/artist?id=2004,148,"Mar 18, 2021",35,1
272,80,United Kingdom,L'Orchestra Cinematique,674K,204062,/artist?id=207370,166,"Nov 5, 2020",3,2
273,-30,Jamaica,Koffee,3.3M,202668,/artist?id=857659,240,"Aug 13, 2020",9,2
274,0,Unknown,Lamatrix,112K,201703,/artist?id=3964286,274,"Mar 17, 2022",2,1
275,157,Unknown,Neeka,2.1M,201428,/artist?id=3969300,206,"Nov 26, 2020",13,2
276,-121,United States,Amtrac,1.2M,200522,/artist?id=207172,155,"Mar 10, 2022",4,2
277,0,United Kingdom,Sam Ryder,2.6M,199396,/artist?id=123112,128,"Mar 4, 2021",8,1
278,-193,United States,MC Hariel,7M,199093,/artist?id=58317,85,"Mar 10, 2022",21,3
279,43,India,Yuvan Shankar Raja,9.3M,198793,/artist?id=13586,9,"Jan 7, 2021",20,2
280,67,Brazil,MC's Jhowzinho & Kadinho,653K,197675,/artist?id=643517,163,"Mar 3, 2022",8,3
